"","sEVp_2D_S1","sEVp_2D_S2","sEVp_2D_S3","Exomere_2D_S4","Exomere_2D_S5","Exomere_2D_S6","Supermere_2D_S7","Supermere_2D_S8","Supermere_2D_S9","sEVp_3D_S10","sEVp_3D_S11","sEVp_3D_S12","Exomere_3D_S13","Exomere_3D_S14","Exomere_3D_S15","Supermere_3D_S16","Supermere_3D_S17","Supermere_3D_S18","Exomere_FPLC_S19","Exomere_FPLC_S20","Exomere_FPLC_S21","Exomere_FPLC_S22","Supermere_FPLC_S23","Supermere_FPLC_S24","Supermere_FPLC_S25","Supermere_FPLC_S26","sEV_3D_W_S1","sEV_3D_W_S2","sEV_3D_W_S3","sEV_3D_W_S4","hEV_3D_W_S5","hEV_3D_W_S6","hEV_3D_W_S7","hEV_3D_W_S8","NV_3D_W_S9","NV_3D_W_S10","NV_3D_W_S11","NV_3D_W_S12","Supermere_NCB_A","Supermere_NCB_B","Supermere_NCB_C","EV_NCB_A","EV_NCB_B","EV_NCB_C","NV_NCB_A","NV_NCB_B","NV_NCB_C","Exomere_NCB_A","Exomere_NCB_B","Exomere_NCB_C","sEVp_2D_1","sEVp_3D_1_A","sEVp_3D_1_B","sEVp_3D_1_C","Exomere_2D_1","Exomere_3D_1_A","Exomere_3D_1_B","Exomere_3D_1_C","Supermere_2D_1","Supermere_3D_1_A","Supermere_3D_1_B","Supermere_3D_1_C"
"ALYREF",0,0,0,0,0,0,0.902522832082467,0.97867333431387,0.913425459870047,0,0,0.98748454118229,0,0,0,1.08130653810736,1.99560131960412,0,0,0,0,0,3.6769202431387,5.94520003971012,4.66401869158878,2.10059981058613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMACR",0,0,0,5.01104528567125,3.01647106230796,6.56984343410598,10.8302739849896,15.6587733490219,14.6148073579207,10.0291398713826,10.9796947334647,10.8623299530052,8.06708425944635,4.35020430400436,5.27788059859341,6.48783922864417,5.98680395881236,7.72096364239142,4.79538766440454,4.50609480812641,5.24487651077246,11.3630283193397,4.59615030392337,5.94520003971012,5.59682242990654,1.05029990529307,0,0,0,0,0,0,0,0,0,0,0,0,20.9783656459504,17.676567169686,15.3346014559023,0,0,0,4.09329984108269,3.65470523617722,3.43323969500659,0.703110140537494,4.28295571575695,2.22997579594117,1.43420627222761,0,1.35454977268101,1.364130249086,8.59519077901431,3.85677024633714,5.53155524766193,4.0621332881126,12.3226225673349,9.07717292451605,7.77765511867268,6.21912212683467
"AMIGO2",0,0,0,0,0,0,0.902522832082467,0.97867333431387,0,0,0,0,0,0,0,6.48783922864417,1.99560131960412,2.20598961211184,0,0,0,0,4.59615030392337,3.96346669314008,4.66401869158878,5.25149952646533,1.68427269659129,1.67171928649192,1.47735346358792,1.59581101606843,0,0,0,0,0,0,0,0,0,0,0,0,2.47913561847988,1.33928212009393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMPD2",0,0,0,2.0044181142685,3.01647106230796,1.87709812403028,0,0,0,1.00291398713826,0.914974561122061,0,6.05031319458476,5.43775538000545,5.27788059859341,0,0,0,1.19884691610114,0,0,1.42037853991746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60215096914001,1.35454977268101,0,1.98350556438792,5.78515536950572,3.45722202978871,2.0310666440563,0,0,0,0
"ANAPC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,1.82735261808861,1.14441323166886,1.40622028107499,0.85659114315139,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANAPC4",3.13506439116323,1.98953505755718,5.17284270536408,1.00220905713425,1.00549035410265,0.938549062015139,0,0,0,0,1.82994912224412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23956780923994,0,3.06997488081202,3.65470523617722,3.43323969500659,1.40622028107499,1.71318228630278,0.743325265313722,0,0,0,0,0,0,0,0,0,0,0,0
"ANAPC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,2.74102892713292,1.14441323166886,0.703110140537494,0.85659114315139,1.48665053062744,0,0,0,0,0,0,0,0,0,0,0,0
"ANAPC7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23956780923994,1.33928212009393,1.02332496027067,1.82735261808861,1.14441323166886,2.10933042161248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKFY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,0.913676309044306,1.14441323166886,1.40622028107499,1.71318228630278,2.22997579594117,0,0,0,0,0,0,0,0,0,0,0,0
"ANKH",6.27012878232646,3.97907011511437,6.89712360715211,0,0,0,0,0,0,1.00291398713826,0,0.98748454118229,0,0,0,0,0,0,0,0,0,1.42037853991746,0,0,0,0,21.8955450556868,20.060631437903,33.9791296625222,27.1287872731633,46.3155452436195,3.35834454912517,21.8436767234641,23.6867398398101,0,0,0,0,0,0,0,21.3709566414315,16.1143815201192,13.3928212009393,0,0,0,0.703110140537494,0.85659114315139,0.743325265313722,3.58551568056903,4.00537742285003,2.03182465902151,4.774455871801,0,0,0,0,0,0,0,0
"ANKRD28",1.04502146372108,0.994767528778592,0.862140450894014,0,0,0,0,0,0,1.00291398713826,1.82994912224412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11662480135336,1.82735261808861,1.14441323166886,2.10933042161248,0.85659114315139,0.743325265313722,0,0,0,0,0,0,0,0,0,0,0,0
"ANLN",1.04502146372108,2.98430258633578,0.862140450894014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANO6",2.09004292744215,1.98953505755718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1056361795478,11.7020350054434,13.2961811722913,11.170677112479,16.5412661584355,3.35834454912517,12.4821009848366,11.8433699199051,0,0,0,0,0,0,0,3.05299380591879,7.43740685543964,6.69641060046964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANO9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73709078636517,10.0303157189515,7.38676731793961,7.97905508034215,3.30825323168711,0,0,0,0,0,0,0,0,0,0,0,3.71870342771982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANP32A",0,0,0,0,0,2.81564718604542,14.4403653133195,14.680100014708,19.181934657271,2.00582797427653,6.40482192785443,9.8748454118229,3.02515659729238,4.35020430400436,4.22230447887473,23.788743838362,31.9296211136659,20.9569013150624,0,2.25304740406321,2.62243825538623,0,64.3461042549272,40.6255336046858,45.7073831775701,36.7604966852573,8.42136348295646,0,0,0,0,6.71668909825034,0,0,0,0,0,0,2.8935676753035,4.4191417924215,4.38131470168636,0,0,0,0,0,0,0,0,0,1.43420627222761,0,0,0,1.32233704292528,0,0,0,11.6740634848436,8.42880342990776,7.12951719211663,5.52810855718637
"ANP32B",0,0,0,0,0,0,5.4151369924948,4.89336667156935,3.65370183948019,1.00291398713826,1.82994912224412,2.96245362354687,0,1.08755107600109,0,18.3822111478251,11.9736079176247,11.0299480605592,3.59654074830341,7.88566591422122,6.55609563846558,5.68151415966985,13.7884509117701,16.8447334458453,17.7232710280374,14.7041986741029,1.68427269659129,0,0,0,0,0,0,0,0,0,0,0,0,2.20957089621075,0,0,0,0,0,0,0,0,0,0,2.86841254445522,0,0,0,1.98350556438792,0.642795041056191,1.38288881191548,0,9.07982715487833,8.42880342990776,8.42579304522874,6.21912212683467
"ANP32E",0,0,0.862140450894014,0,0,0,0,0,2.74027637961014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANT3",3.13506439116323,4.97383764389296,2.58642135268204,6.0132543428055,8.04392283282124,5.63129437209084,11.7327968170721,12.7227533460803,12.7879564381807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40409494473637,10.3113308489835,10.2230676372682,0,0,0,0,0,0,0,0,0,5.73682508891044,0,0,0,5.28934817170111,0,0,0,8.43126807238702,0,0,0
"ANXA1",1.04502146372108,0,0,0,0,0,0.902522832082467,0.97867333431387,0,1.00291398713826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1056361795478,10.0303157189515,11.8188277087034,12.7664881285474,0,0,6.24105049241832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXA11",16.7203434195372,13.9267454029003,6.89712360715211,0,0,0,0,0,0,1.00291398713826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.632635842052,33.4343857298384,28.0697158081705,35.1078423535055,43.0072920119324,3.35834454912517,18.723151477255,26.6475823197864,5.75937680323139,0,0,0,0,0,0,32.0564349621473,28.5100596125186,26.7856424018786,2.04664992054134,3.65470523617722,2.28882646333773,0,0,0,5.01972195279664,7.20967936113006,5.41819909072403,6.13858612088701,0,0,0,0,0,0,0,0
"ANXA13",0,0.994767528778592,0,0,0,0,0,0,0,2.00582797427653,0,0.98748454118229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7910901113736,45.1364207352818,38.411190053286,46.2785194659845,16.5412661584355,6.71668909825034,18.723151477255,8.8825274399288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60752839199005,4.74092420438352,8.86684661905901,0,0,0,0,0,0,0,0
"ANXA2",36.5757512302377,24.8691882194648,21.5535112723503,4.008836228537,4.02196141641062,2.81564718604542,25.2706392983091,25.4455066921606,14.6148073579207,25.0728496784566,18.2994912224412,25.6745980707395,3.02515659729238,0,0,8.65045230485889,13.9692092372288,14.3389324787269,2.39769383220227,3.37957110609481,2.62243825538623,5.68151415966985,12.8692208509854,16.8447334458453,9.32803738317757,12.6035988635168,134.741815727303,122.03550791391,106.36944937833,138.835558397953,129.021876035797,201.50067294751,131.062060340785,115.472856719074,120.946912867859,57.7307197943445,95.6136242682278,63.8103356419819,5.78713535060699,1.4730472641405,2.19065735084318,51.9008947006194,47.1035767511177,45.5355920831936,6.13994976162403,6.39573416331014,10.2997190850198,2.10933042161248,3.42636457260556,0.743325265313722,18.6446815389589,44.8602271359204,34.5410192033657,45.016298219838,3.3058426073132,5.14236032844953,4.84011084170419,1.35404442937087,27.239481464635,18.1543458490321,18.1478619435696,24.8764885073387
"ANXA3",14.6303004920951,12.9319778741217,6.89712360715211,0,0,0,4.51261416041233,5.87204000588322,0.913425459870047,9.02622588424437,3.65989824448824,7.89987632945832,0,0,0,2.16261307621472,2.99340197940618,1.10299480605592,0,0,0,0,11.0307607294161,8.91780005956517,9.32803738317757,12.6035988635168,53.8967262909214,48.4798593082656,44.3206039076377,52.6617635302582,29.774279085184,13.4333781965007,37.4463029545099,23.6867398398101,0,0,5.31186801490154,0,0,0,0,13.7384721266345,16.1143815201192,14.7321033210332,2.04664992054134,1.82735261808861,2.28882646333773,0,0,0,5.01972195279664,9.61290581484008,8.12729863608604,8.86684661905901,0,1.28559008211238,0.691444405957742,2.70808885874173,0,6.48369494608289,4.5369654858924,4.83709498753808
"ANXA4",13.585279028374,11.9372103453431,11.2078258616222,0,0,0,0.902522832082467,1.95734666862774,0,11.0320538585209,4.5748728056103,8.88736087064061,0,0,0,0,0,0,0,0,0,1.42037853991746,0,0,0,0,67.3709078636517,63.5253328866929,51.7073712255773,71.8114957230794,79.3980775604905,40.300134589502,53.0489291855557,41.4517947196678,28.796884016157,19.2435732647815,26.5593400745077,21.2701118806606,1.44678383765175,1.4730472641405,0,32.0564349621473,30.9891952309985,24.1070781616907,4.09329984108269,3.65470523617722,3.43323969500659,0,0,0,10.7565470417071,14.4193587222601,8.80457352242655,13.64130249086,0,0,0,0,3.24279541245655,0,0,0
"ANXA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1056361795478,15.0454735784273,17.7282415630551,15.9581101606843,9.92475969506132,0,9.36157573862748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20430193828003,2.03182465902151,2.728260498172,0,0,0,0,0,0,0,0
"ANXA6",0,0,0,0,0,0,0,0,0,1.00291398713826,0,0.98748454118229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0011812352346,38.4495435893141,36.933836589698,39.8952754017108,16.5412661584355,0,6.24105049241832,2.96084247997627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60215096914001,2.70909954536201,2.046195373629,0,0,0,0,0,0,0,0
"ANXA7",5.22510731860538,4.97383764389296,1.72428090178803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5798177522781,26.7475085838707,25.1150088809947,25.5329762570949,13.2330129267484,6.71668909825034,9.36157573862748,2.96084247997627,0,0,0,0,0,0,0,9.15898141775637,9.91654247391952,4.01784636028178,0,0,0,0,0,0,0,4.80645290742004,2.03182465902151,7.50271636997301,0,0,0,0,0,0,0,0
"AOC1",42.8458800125641,42.7750037374794,31.8991966830785,120.26508685611,122.669823200524,59.1285909069538,65.8841667420201,68.5071334019709,36.5370183948019,29.0845056270096,33.8540587615162,35.5494434825625,90.7546979187715,84.828983928085,80.2237850986198,68.1223119007638,68.8482455263421,68.3856779754669,137.867395351631,104.766704288939,152.101418812401,265.610786964565,22.0615214588322,17.8356001191303,19.5888785046729,26.2574976323266,1.68427269659129,6.68687714596767,0,6.38324406427372,0,0,18.723151477255,103.629486799169,132.465666474322,205.264781491003,148.732304417243,116.985615343633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP1B1",7.31515024604753,4.97383764389296,2.58642135268204,24.053017371222,21.1152974361557,18.7709812403028,11.7327968170721,18.5947933519635,21.0087855770111,16.0466237942122,12.8096438557089,13.8247835765521,10.0838553243079,10.8755107600109,11.6113373169055,1.08130653810736,0.997800659802059,5.51497403027959,1.19884691610114,4.50609480812641,1.31121912769312,2.84075707983492,3.6769202431387,5.94520003971012,5.59682242990654,6.30179943175839,3.36854539318259,3.34343857298384,4.43206039076377,3.19162203213686,0,0,0,0,0,0,0,0,35.4462040224678,33.1435634431613,32.1296411457,19.8444597384721,19.833084947839,21.4285139215029,25.5831240067668,14.6188209447089,20.5994381700396,37.9679475890247,27.4109165808445,41.6262148575684,22.230197219528,18.4247361451102,14.9000474994911,15.687497864489,41.6536168521463,8.99913057478667,11.0631104953239,13.5404442937087,19.4567724747393,7.78043393529947,12.9627585311211,6.21912212683467
"AP1G1",4.18008585488431,3.97907011511437,2.58642135268204,27.0596445426248,28.1537299148743,25.3408246744088,19.8555023058143,17.6161200176497,19.181934657271,13.0378818327974,12.8096438557089,9.8748454118229,15.1257829864619,17.4008172160174,19.0003701549363,1.08130653810736,0.997800659802059,1.10299480605592,1.19884691610114,3.37957110609481,3.93365738307935,7.10189269958731,1.83846012156935,1.98173334657004,3.73121495327103,4.20119962117226,0,0,0,0,0,0,3.12052524620916,2.96084247997627,5.75937680323139,0,0,5.31752797016516,23.8719333212538,19.8861380658968,18.2554779236932,3.05299380591879,3.71870342771982,2.67856424018786,7.1632747218947,8.22308678139876,12.5885455483575,22.4995244971998,17.1318228630278,22.2997579594117,13.6249595861623,8.81183033027007,9.48184840876705,9.54891174360201,21.1573926868045,9.64192561584286,12.4459993072393,9.47831100559607,14.9168588973001,4.53858646225802,7.12951719211663,4.83709498753808
"AP1G2",0,0,0,10.0220905713425,11.0603938951292,4.6927453100757,5.4151369924948,1.95734666862774,2.74027637961014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78713535060699,3.68261816035125,3.65109558473863,0,0,0,4.09329984108269,2.74102892713292,1.14441323166886,7.73421154591244,6.85272914521112,5.94660212250977,0.717103136113805,0,1.35454977268101,0.682065124543001,5.28934817170111,0,0,0.677022214685433,1.29711816498262,0,0,0
"AP1M1",0,0,0,8.017672457074,12.0658842492319,13.139686868212,2.7075684962474,4.89336667156935,9.13425459870047,3.00874196141479,4.5748728056103,1.97496908236458,4.03354212972318,3.26265322800327,4.22230447887473,0,0,0,0,0,0,0,0,0,0.932803738317757,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06374343178112,5.15566542449175,6.57197205252954,0,0,0,2.04664992054134,0,0,4.92177098376246,5.99613800205973,8.91990318376466,2.15130940834142,2.40322645371002,2.03182465902151,2.046195373629,11.2398648648649,1.92838512316857,2.76577762383097,8.1242665762252,5.18847265993047,1.94510848382487,5.18510341244846,2.76405427859319
"AP1M2",2.09004292744215,2.98430258633578,1.72428090178803,14.0309267998795,18.0988263738478,12.2011378061968,10.8302739849896,10.7654066774526,8.22082913883042,7.02039790996785,7.31979648897649,6.91239178827603,7.05869872701556,4.35020430400436,6.33345671831209,1.08130653810736,0,1.10299480605592,1.19884691610114,1.1265237020316,1.31121912769312,0,0,0,0.932803738317757,2.10059981058613,1.68427269659129,1.67171928649192,1.47735346358792,1.59581101606843,0,0,0,0,0,0,0,0,9.40409494473637,6.62871268863225,7.30219116947727,3.05299380591879,2.47913561847988,1.33928212009393,10.2332496027067,7.30941047235445,4.57765292667546,12.6559825296749,15.418640576725,11.8932042450195,5.01972195279664,1.60215096914001,4.06364931804302,2.046195373629,10.5786963434022,1.28559008211238,2.07433321787322,3.38511107342717,3.89135449494785,1.94510848382487,2.59255170622423,2.07304070894489
"AP1S1",0,0,0,5.01104528567125,3.01647106230796,2.81564718604542,4.51261416041233,0.97867333431387,2.74027637961014,1.00291398713826,0.914974561122061,0.98748454118229,0,1.08755107600109,1.05557611971868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17017575647762,2.20957089621075,2.19065735084318,0,0,0,1.02332496027067,0.913676309044306,1.14441323166886,2.81244056214998,5.13954685890834,2.22997579594117,2.15130940834142,0.801075484570007,0.677274886340503,0.682065124543001,3.3058426073132,0.642795041056191,0.691444405957742,0.677022214685433,1.29711816498262,0.648369494608289,0.648137926556057,0.691013569648297
"AP2A1",31.3506439116323,29.8430258633578,32.7613371339725,31.0684807711618,27.1482395607717,28.1564718604542,11.7327968170721,12.7227533460803,17.3550837375309,25.0728496784566,22.8743640280515,20.7371753648281,0,0,0,0,0,0,2.39769383220227,2.25304740406321,2.62243825538623,8.52227123950477,0,0,0,0,42.1068174147823,43.4647014487899,42.8432504440497,41.4910864177792,6.61650646337421,0,9.36157573862748,2.96084247997627,5.75937680323139,0,26.5593400745077,5.31752797016516,15.1912302953434,15.4669962734753,15.3346014559023,41.2154163799037,48.3431445603577,45.5355920831936,27.6297739273081,21.014555108019,21.7438514017084,33.0461766052622,29.1240988671473,41.6262148575684,25.815712900097,30.4408684136603,23.0273461355771,24.554344483548,21.1573926868045,0.642795041056191,0,1.35404442937087,7.1341499074044,0,1.29627585311211,0
"AP2A2",8.36017170976861,7.95814023022873,6.89712360715211,11.0242996284768,9.04941318692389,11.2625887441817,1.80504566416493,1.95734666862774,3.65370183948019,7.02039790996785,7.31979648897649,4.93742270591145,1.00838553243079,1.08755107600109,1.05557611971868,0,0,0,1.19884691610114,1.1265237020316,1.31121912769312,0,0,0,0,0,8.42136348295646,15.0454735784273,16.2508880994671,12.7664881285474,0,0,0,0,0,0,0,0,7.23391918825874,8.83828358484301,7.30219116947727,22.8974535443909,19.833084947839,22.7677960415968,13.3032244835187,10.9641157085317,11.4441323166886,18.9839737945123,12.8488671472709,19.3264568981568,22.230197219528,16.8225851759701,16.2545972721721,13.64130249086,15.2068759936407,0,0,0,2.59423632996524,0,0,0
"AP2B1",44.9359229400063,41.7802362087008,36.2098989375486,49.1082437995783,47.2580466428248,45.0503549767267,22.5630708020617,27.4028533607883,30.1430401757115,26.0757636655949,29.2791859559059,22.7121444471927,8.06708425944635,8.70040860800872,10.5557611971868,2.16261307621472,0.997800659802059,3.30898441816775,4.79538766440454,12.3917607223476,5.24487651077246,14.2037853991746,3.6769202431387,3.96346669314008,4.66401869158878,3.1508997158792,69.055180560243,63.5253328866929,65.0035523978686,63.8324406427372,9.92475969506132,0,3.12052524620916,2.96084247997627,11.5187536064628,6.41452442159383,5.31186801490154,5.31752797016516,31.8292444283385,27.2513743865993,28.4785455609613,44.2684101858224,58.2596870342772,62.9462596444146,34.7930486492029,23.755584035152,26.3215043283839,40.7803881511747,32.5504634397528,43.8561906535096,33.7038473973489,40.8548497130703,33.8637443170252,32.057060853521,37.6866057233704,3.21397520528095,3.45722202978871,5.41617771748347,17.5110952272653,5.18695595686631,7.12951719211663,3.45506784824148
"AP2M1",15.6753219558161,14.9215129316789,17.2428090178803,16.035344914148,20.1098070820531,19.7095303023179,5.4151369924948,5.87204000588322,8.22082913883042,9.02622588424437,10.0647201723427,5.92490724709374,1.00838553243079,0,0,0,0,0,1.19884691610114,2.25304740406321,1.31121912769312,5.68151415966985,0,0,0,0,13.4741815727303,11.7020350054434,13.2961811722913,15.9581101606843,3.30825323168711,0,6.24105049241832,2.96084247997627,11.5187536064628,25.6580976863753,31.8712080894093,21.2701118806606,7.23391918825874,8.10175995277276,6.57197205252954,12.2119752236752,17.3539493293592,16.0713854411271,14.3265494437894,12.7914683266203,16.0217852433641,19.6870839350498,21.4147785787848,21.5564326940979,10.7565470417071,7.20967936113006,10.1591232951076,10.913041992688,8.59519077901431,0,0,0.677022214685433,1.29711816498262,0,0,0
"AP2S1",4.18008585488431,5.96860517267155,5.17284270536408,6.0132543428055,7.03843247871858,6.56984343410598,0.902522832082467,0.97867333431387,1.82685091974009,5.01456993569132,4.5748728056103,4.93742270591145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36854539318259,3.34343857298384,5.90941385435169,4.78743304820529,0,0,0,0,0,0,10.6237360298031,0,0,0,0,3.05299380591879,2.47913561847988,0,0,0,0,0.703110140537494,1.71318228630278,1.48665053062744,0,0,0,0,0,0,0,0,0,0,0,0
"AP3B1",7.31515024604753,6.96337270145014,9.48354495983415,0,0,0,0,0,0,4.01165594855305,7.31979648897649,2.96245362354687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31186801490154,0,0,0,0,1.52649690295939,0,0,7.1632747218947,2.74102892713292,1.14441323166886,2.10933042161248,0.85659114315139,0.743325265313722,1.43420627222761,1.60215096914001,2.70909954536201,4.092390747258,0,0,0,0,1.29711816498262,0,0,0
"AP3D1",4.18008585488431,5.96860517267155,6.89712360715211,8.017672457074,4.02196141641062,7.50839249612111,3.61009132832987,3.91469333725548,1.82685091974009,6.01748392282958,6.40482192785443,3.94993816472916,0,1.08755107600109,1.05557611971868,0,0,0,0,0,1.31121912769312,1.42037853991746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31186801490154,0,3.61695959412937,4.4191417924215,4.38131470168636,1.52649690295939,0,0,11.2565745629774,7.30941047235445,6.86647939001319,8.43732168644993,5.13954685890834,5.20327685719605,5.73682508891044,1.60215096914001,4.06364931804302,4.774455871801,2.64467408585056,0,0,0,2.59423632996524,0,0,0
"AP3S1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06997488081202,1.82735261808861,1.14441323166886,1.40622028107499,1.71318228630278,1.48665053062744,0,0,0,0,0,0,0,0,0,0,0,0
"AP4B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40622028107499,0,0.743325265313722,0,0,0,0,0,0,0,0,0,0,0,0
"APAF1",3.13506439116323,2.98430258633578,2.58642135268204,2.0044181142685,1.00549035410265,0,0,0,0,2.00582797427653,1.82994912224412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06997488081202,0.913676309044306,0,1.40622028107499,0.85659114315139,0.743325265313722,0,0,0,0,0,0,0,0,0,0,0,0
"APC",1.04502146372108,0,0,0,0,0,0,0,0,1.00291398713826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67171928649192,2.95470692717584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APEH",13.585279028374,14.9215129316789,7.75926405804613,73.1612611708003,75.4117765576991,85.4079646433777,16.2454109774844,17.6161200176497,15.5282328177908,36.1049035369775,32.0241096392721,26.6620826119218,149.241058799758,100.0546989921,112.946644809899,27.032663452684,28.9362191342597,31.9868493756216,21.5792444898204,22.5304740406321,11.800972149238,19.8852995588445,42.2845827960951,42.6072669512558,55.0354205607477,42.0119962117226,5.05281808977388,1.67171928649192,2.95470692717584,1.59581101606843,46.3155452436195,47.0168236877524,49.9284039393466,53.2951646395728,34.5562608193883,12.8290488431877,15.9356040447046,21.2701118806606,34.722812103642,31.6705161790208,27.7483264440136,6.10598761183758,2.47913561847988,2.67856424018786,5.11662480135336,2.74102892713292,3.43323969500659,29.5306259025748,32.5504634397528,24.5297337553528,51.631425800194,30.4408684136603,28.4455452263011,18.415758362661,108.431637519873,252.618451135083,226.793765154139,278.933152450398,29.8337177946002,18.8027153436404,22.684827429462,27.6405427859319
"APEX1",3.13506439116323,3.97907011511437,8.62140450894014,7.01546339993975,9.04941318692389,14.0782359302271,21.6605479699792,24.4668333578467,21.9222110368811,3.00874196141479,2.74492368336618,3.94993816472916,6.05031319458476,9.78795968400981,4.22230447887473,10.8130653810736,11.9736079176247,14.3389324787269,0,1.1265237020316,1.31121912769312,2.84075707983492,12.8692208509854,19.8173334657004,14.9248598130841,18.9053982952752,0,0,0,0,0,0,6.24105049241832,2.96084247997627,5.75937680323139,12.8290488431877,10.6237360298031,5.31752797016516,13.7444464576916,15.4669962734753,12.4137249881114,1.52649690295939,2.47913561847988,0,11.2565745629774,10.0504393994874,10.2997190850198,8.43732168644993,9.42250257466529,11.8932042450195,5.73682508891044,1.60215096914001,0.677274886340503,0.682065124543001,11.2398648648649,3.21397520528095,0.691444405957742,2.0310666440563,25.9423632996524,9.72554241912433,9.0739309717848,6.21912212683467
"APH1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05299380591879,0,1.33928212009393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
