"","sEVp_2D_S1","sEVp_2D_S2","sEVp_2D_S3","Exomere_2D_S4","Exomere_2D_S5","Exomere_2D_S6","Supermere_2D_S7","Supermere_2D_S8","Supermere_2D_S9","sEVp_3D_S10","sEVp_3D_S11","sEVp_3D_S12","Exomere_3D_S13","Exomere_3D_S14","Exomere_3D_S15","Supermere_3D_S16","Supermere_3D_S17","Supermere_3D_S18","Exomere_FPLC_S19","Exomere_FPLC_S20","Exomere_FPLC_S21","Exomere_FPLC_S22","Supermere_FPLC_S23","Supermere_FPLC_S24","Supermere_FPLC_S25","Supermere_FPLC_S26","sEV_3D_W_S1","sEV_3D_W_S2","sEV_3D_W_S3","sEV_3D_W_S4","hEV_3D_W_S5","hEV_3D_W_S6","hEV_3D_W_S7","hEV_3D_W_S8","NV_3D_W_S9","NV_3D_W_S10","NV_3D_W_S11","NV_3D_W_S12","Supermere_NCB_A","Supermere_NCB_B","Supermere_NCB_C","EV_NCB_A","EV_NCB_B","EV_NCB_C","NV_NCB_A","NV_NCB_B","NV_NCB_C","Exomere_NCB_A","Exomere_NCB_B","Exomere_NCB_C","sEVp_2D_1","sEVp_3D_1_A","sEVp_3D_1_B","sEVp_3D_1_C","Exomere_2D_1","Exomere_3D_1_A","Exomere_3D_1_B","Exomere_3D_1_C","Supermere_2D_1","Supermere_3D_1_A","Supermere_3D_1_B","Supermere_3D_1_C"
"QARS1",21.9454507381426,21.884885633129,28.4506348795025,17.0375539712823,16.0878456656425,18.7709812403028,18.0504566416493,14.680100014708,23.7490619566212,28.0815916398714,28.3642113947839,27.6495671531041,14.1173974540311,10.8755107600109,17.9447940352176,2.16261307621472,1.99560131960412,3.30898441816775,9.59077532880908,11.265237020316,7.8673147661587,8.52227123950477,0.919230060784675,2.97260001985506,2.79841121495327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QDPR",2.09004292744215,2.98430258633578,3.44856180357606,0,0,0.938549062015139,1.80504566416493,1.95734666862774,1.82685091974009,0,0,1.97496908236458,0,0,0,5.40653269053681,5.98680395881236,4.41197922422367,0,0,0,0,10.1115306686314,8.91780005956517,9.32803738317757,11.5532989582237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1632747218947,2.74102892713292,3.43323969500659,0.703110140537494,2.56977342945417,1.48665053062744,2.15130940834142,0,0,0.682065124543001,0.661168521462639,0.642795041056191,0.691444405957742,0,3.24279541245655,3.24184747304144,3.24068963278029,3.45506784824148
"QPCT",4.18008585488431,4.97383764389296,8.62140450894014,11.0242996284768,12.0658842492319,12.2011378061968,21.6605479699792,20.5521400205913,28.3161892559714,3.00874196141479,1.82994912224412,1.97496908236458,1.00838553243079,0,2.11115223943736,4.32522615242945,3.99120263920824,3.30898441816775,0,0,0,0,0,0,0.932803738317757,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4251494836021,21.3591853300373,22.6367926253795,0,0,0,0,0,0,2.81244056214998,5.13954685890834,2.97330106125489,15.0591658583899,0,0,0,16.529213036566,0,0,0,20.7538906397219,2.59347797843316,3.24068963278029,4.14608141788978
"QPRT",1.04502146372108,0.994767528778592,0,5.01104528567125,9.04941318692389,8.44694155813625,3.61009132832987,4.89336667156935,3.65370183948019,7.02039790996785,7.31979648897649,5.92490724709374,12.1006263891695,11.963061836012,12.6669134366242,9.73175884296625,6.98460461861441,11.0299480605592,2.39769383220227,4.50609480812641,1.31121912769312,7.10189269958731,14.7076809725548,11.8904000794202,14.9248598130841,7.35209933705146,0,0,0,0,0,0,0,0,0,0,0,0,6.51052726943287,5.15566542449175,5.84175293558181,0,0,0,0,0,0,0,0,0,0.717103136113805,0,0,2.046195373629,3.96701112877583,3.85677024633714,3.45722202978871,3.38511107342717,4.53991357743916,4.53858646225802,6.48137926556057,5.52810855718637
"QRICH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,1.82735261808861,2.28882646333773,0.703110140537494,0,0.743325265313722,0,0,0,0,0,0,0,0,0,0,0,0
"QSOX1",25.0805151293058,30.8377933921363,18.9670899196683,74.1634702279345,74.4062862035964,60.0671399689689,146.20869879736,150.715693484336,100.476800585705,38.110731511254,32.9390842003942,44.4368043532031,48.4025055566781,57.6402070280578,53.8343821056528,75.6914576675153,70.8438468459462,72.7976571996906,21.5792444898204,28.1630925507901,30.1580399369417,24.1464351785968,56.0730337078652,69.3606671299514,73.6914953271028,94.5269914763759,3.36854539318259,1.67171928649192,4.43206039076377,3.19162203213686,29.774279085184,16.7917227456258,62.4105049241832,62.1776920795016,74.8718984420081,51.3161953727506,95.6136242682278,58.4928076718167,67.2754484508063,75.8619341032358,83.2449793320408,3.05299380591879,6.1978390461997,1.33928212009393,12.2798995232481,12.7914683266203,11.4441323166886,21.7964143566623,18.8450051493306,17.0964811022156,25.0986097639832,15.2204342068301,13.5454977268101,13.64130249086,46.9429650238474,35.3537272580905,31.1149982680984,26.4038663727319,119.334871178401,79.1010783422113,71.9433098477223,83.6126419274439
"QSOX2",1.04502146372108,1.98953505755718,2.58642135268204,2.0044181142685,3.01647106230796,3.75419624806056,9.92775115290713,8.80806000882483,9.13425459870047,0,0,0.98748454118229,0,1.08755107600109,1.05557611971868,4.32522615242945,4.9890032990103,3.30898441816775,0,0,0,0,2.75769018235402,2.97260001985506,2.79841121495327,4.20119962117226,0,0,0,0,0,0,3.12052524620916,2.96084247997627,0,0,0,0,3.61695959412937,4.4191417924215,4.38131470168636,0,0,1.33928212009393,3.06997488081202,1.82735261808861,1.14441323166886,0,0.85659114315139,0.743325265313722,1.43420627222761,0,0,0,0.661168521462639,0,0,0,7.1341499074044,1.29673898921658,0.648137926556057,0
"QTRT1",3.13506439116323,1.98953505755718,5.17284270536408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23956780923994,0,2.04664992054134,3.65470523617722,2.28882646333773,1.40622028107499,2.56977342945417,1.48665053062744,0,0,0,0,0,0,0,0,0,0,0,0
"QTRT2",1.04502146372108,0.994767528778592,2.58642135268204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QTRTD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,1.82735261808861,0,1.40622028107499,1.71318228630278,1.48665053062744,0,0,0,0,0,0,0,0,0,0,0,0
"RAB10",1.04502146372108,1.98953505755718,3.44856180357606,2.0044181142685,1.00549035410265,1.87709812403028,0,0.97867333431387,0.913425459870047,2.00582797427653,1.82994912224412,1.97496908236458,1.00838553243079,1.08755107600109,1.05557611971868,1.08130653810736,0,0,2.39769383220227,2.25304740406321,2.62243825538623,2.84075707983492,0,0,0,0,8.42136348295646,8.35859643245959,10.3414742451155,9.57486609641058,6.61650646337421,6.71668909825034,6.24105049241832,5.92168495995254,0,0,0,0,0,0,2.19065735084318,16.7914659325533,16.1143815201192,14.7321033210332,5.11662480135336,4.56838154522153,5.72206615834432,3.51555070268747,0.85659114315139,2.22997579594117,5.73682508891044,7.20967936113006,8.12729863608604,7.50271636997301,0,0,0,0,0,0,0,0
"RAB11A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44678383765175,2.946094528281,0,6.10598761183758,13.6352459016393,8.03569272056357,3.06997488081202,1.82735261808861,3.43323969500659,1.40622028107499,0.85659114315139,0.743325265313722,5.73682508891044,2.40322645371002,1.35454977268101,2.728260498172,0,0,0,0.677022214685433,0.648559082491309,0.648369494608289,0.648137926556057,0.691013569648297
"RAB11B",5.22510731860538,6.96337270145014,2.58642135268204,2.0044181142685,1.00549035410265,2.81564718604542,3.61009132832987,4.89336667156935,3.65370183948019,2.00582797427653,2.74492368336618,1.97496908236458,0,0,0,2.16261307621472,1.99560131960412,2.20598961211184,0,1.1265237020316,0,2.84075707983492,0,4.9543333664251,1.86560747663551,0,10.1056361795478,11.7020350054434,10.3414742451155,9.57486609641058,6.61650646337421,0,3.12052524620916,2.96084247997627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB13",2.09004292744215,2.98430258633578,0.862140450894014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73709078636517,6.68687714596767,5.90941385435169,6.38324406427372,3.30825323168711,0,0,0,0,0,0,0,0,0,0,9.15898141775637,9.91654247391952,12.0535390808454,0,1.82735261808861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB14",8.36017170976861,9.94767528778592,6.89712360715211,8.017672457074,9.04941318692389,6.56984343410598,0.902522832082467,0.97867333431387,0.913425459870047,3.00874196141479,4.5748728056103,2.96245362354687,0,0,0,0,0,0,2.39769383220227,0,0,4.26113561975238,0,0,0,0,8.42136348295646,10.0303157189515,8.86412078152753,6.38324406427372,0,0,0,0,0,0,0,0,5.06374343178112,5.15566542449175,3.65109558473863,9.15898141775637,11.1561102831595,10.7142569607514,8.18659968216538,10.0504393994874,11.4441323166886,7.03110140537494,5.99613800205973,5.20327685719605,7.17103136113805,4.00537742285003,2.70909954536201,3.410325622715,1.32233704292528,0,1.38288881191548,1.35404442937087,0,0.648369494608289,1.29627585311211,0
"RAB1A",13.585279028374,13.9267454029003,11.2078258616222,4.008836228537,5.02745177051327,3.75419624806056,3.61009132832987,4.89336667156935,6.39397821909033,10.0291398713826,10.0647201723427,5.92490724709374,3.02515659729238,4.35020430400436,4.22230447887473,4.32522615242945,2.99340197940618,3.30898441816775,2.39769383220227,4.50609480812641,3.93365738307935,7.10189269958731,1.83846012156935,2.97260001985506,2.79841121495327,0,30.3169085386433,23.4040700108869,22.1603019538188,31.9162203213686,16.5412661584355,3.35834454912517,15.6026262310458,2.96084247997627,5.75937680323139,0,0,0,2.17017575647762,2.946094528281,2.19065735084318,18.3179628355127,18.5935171385991,22.7677960415968,6.13994976162403,6.39573416331014,6.86647939001319,3.51555070268747,3.42636457260556,2.97330106125489,8.60523763336566,4.80645290742004,5.41819909072403,8.18478149451601,3.3058426073132,0,1.38288881191548,0.677022214685433,0.648559082491309,1.29673898921658,3.24068963278029,0.691013569648297
"RAB1B",6.27012878232646,2.98430258633578,3.44856180357606,2.0044181142685,2.01098070820531,0.938549062015139,0,0,0.913425459870047,3.00874196141479,0.914974561122061,0.98748454118229,1.00838553243079,0,1.05557611971868,2.16261307621472,0,1.10299480605592,0,0,0,0,0,0,0,0,6.73709078636517,6.68687714596767,7.38676731793961,6.38324406427372,3.30825323168711,0,0,0,0,0,0,0,0,0,0,16.7914659325533,16.1143815201192,21.4285139215029,5.11662480135336,7.30941047235445,5.72206615834432,2.10933042161248,3.42636457260556,1.48665053062744,6.45392822502425,4.00537742285003,4.74092420438352,6.13858612088701,0,0,1.38288881191548,0,0,1.29673898921658,1.94441377966817,0
"RAB20",3.13506439116323,3.97907011511437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42136348295646,6.68687714596767,10.3414742451155,7.97905508034215,3.30825323168711,0,0,0,0,0,0,0,0,0,0,0,7.43740685543964,5.35712848037571,0,0,0,0,0,0,0,0.801075484570007,0,2.046195373629,0,0,0,0,0,0,0,0
"RAB21",2.09004292744215,0.994767528778592,1.72428090178803,0,0,0,0,0,0,1.00291398713826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68427269659129,3.34343857298384,4.43206039076377,0,0,0,0,0,0,0,0,0,0,0,0,1.52649690295939,1.23956780923994,4.01784636028178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB22A",5.22510731860538,2.98430258633578,0.862140450894014,0,0,0,0,0,0,1.00291398713826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42136348295646,8.35859643245959,11.8188277087034,11.170677112479,3.30825323168711,0,0,0,0,0,0,0,0,0,0,7.63248451479697,11.1561102831595,10.7142569607514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47913561847988,1.33928212009393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB25",2.09004292744215,1.98953505755718,1.72428090178803,0,0,0.938549062015139,0,0,0,1.00291398713826,0.914974561122061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36854539318259,6.68687714596767,4.43206039076377,6.38324406427372,0,0,0,0,0,0,0,0,0,0,0,3.05299380591879,2.47913561847988,2.67856424018786,2.04664992054134,3.65470523617722,2.28882646333773,1.40622028107499,0.85659114315139,0.743325265313722,0,0,0,0,0,0,0,0,0,0,0,0
"RAB2A",7.31515024604753,5.96860517267155,8.62140450894014,0,1.00549035410265,2.81564718604542,0.902522832082467,0.97867333431387,4.56712729935023,8.02331189710611,8.23477105009855,6.91239178827603,1.00838553243079,1.08755107600109,1.05557611971868,0,0,0,1.19884691610114,2.25304740406321,5.24487651077246,5.68151415966985,0,0.990866673285019,1.86560747663551,0,11.789908876139,13.3737542919353,13.2961811722913,17.5539211767527,9.92475969506132,0,6.24105049241832,2.96084247997627,0,0,0,0,2.17017575647762,3.68261816035125,2.92087646779091,9.15898141775637,11.1561102831595,8.03569272056357,3.06997488081202,2.74102892713292,0,0.703110140537494,1.71318228630278,1.48665053062744,4.30261881668283,4.00537742285003,3.38637443170252,3.410325622715,1.32233704292528,0,0,0.677022214685433,0.648559082491309,0.648369494608289,0,0
"RAB35",9.40519317348969,6.96337270145014,5.17284270536408,1.00220905713425,0,0,0,0,0,3.00874196141479,0.914974561122061,1.97496908236458,0,0,0,0,0,0,0,1.1265237020316,1.31121912769312,2.84075707983492,0,0,0,0,18.5269996625042,16.7171928649192,20.6829484902309,14.3622991446159,13.2330129267484,0,6.24105049241832,5.92168495995254,0,0,0,0,0,0,0,21.3709566414315,26.0309239940388,29.4642066420664,4.09329984108269,4.56838154522153,6.86647939001319,2.10933042161248,0.85659114315139,0.743325265313722,5.73682508891044,8.01075484570007,5.41819909072403,6.82065124543001,0,0,0,0,0,0,0,0
"RAB3GAP1",1.04502146372108,0.994767528778592,0,2.0044181142685,2.01098070820531,0.938549062015139,0.902522832082467,0.97867333431387,0,1.00291398713826,0.914974561122061,0.98748454118229,0,0,1.05557611971868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,2.74102892713292,0,1.40622028107499,1.71318228630278,0.743325265313722,2.15130940834142,0,0,0,1.32233704292528,0.642795041056191,0,0,1.29711816498262,0,0,0
"RAB3GAP2",0,0,1.72428090178803,0,0,0,0,0,0,0,1.82994912224412,0,1.00838553243079,0,0,0,0,0,0,0,0,0,0,0.990866673285019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02332496027067,1.82735261808861,0,1.40622028107499,1.71318228630278,1.48665053062744,0,0,0,0,0,0,0,0,0,0,0,0
"RAB5A",3.13506439116323,0.994767528778592,0.862140450894014,0,0,0,0,0,0,1.00291398713826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73709078636517,5.01515785947576,7.38676731793961,7.97905508034215,6.61650646337421,0,0,0,0,0,0,0,0,0,0,4.57949070887818,3.71870342771982,5.35712848037571,1.02332496027067,0.913676309044306,0,0,0,0,2.86841254445522,4.00537742285003,1.35454977268101,3.410325622715,0,0,0,0,0,0.648369494608289,0.648137926556057,0
"RAB5B",1.04502146372108,0.994767528778592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73709078636517,5.01515785947576,5.90941385435169,6.38324406427372,3.30825323168711,0,0,0,0,0,0,0,0,0,0,3.05299380591879,6.1978390461997,5.35712848037571,0,1.82735261808861,0,0,0,0,1.43420627222761,4.00537742285003,1.35454977268101,4.774455871801,0,0,0,0,0,0,0,0
"RAB5C",14.6303004920951,16.9110479892361,8.62140450894014,0,1.00549035410265,0,0,0,0,5.01456993569132,0.914974561122061,3.94993816472916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2640904488694,26.7475085838707,26.5923623445826,20.7455432088896,23.1577726218097,3.35834454912517,6.24105049241832,8.8825274399288,0,0,0,0,0,0,1.46043823389545,15.2649690295939,11.1561102831595,12.0535390808454,3.06997488081202,5.48205785426584,3.43323969500659,1.40622028107499,1.71318228630278,2.97330106125489,7.88813449725186,9.61290581484008,6.09547397706453,8.86684661905901,0,0,0.691444405957742,0,0,1.29673898921658,1.94441377966817,1.38202713929659
"RAB6A",3.13506439116323,3.97907011511437,3.44856180357606,0,1.00549035410265,0,0,0,0.913425459870047,0,0.914974561122061,0.98748454118229,0,0,0,1.08130653810736,0.997800659802059,1.10299480605592,0,0,0,0,0,0,0.932803738317757,0,3.36854539318259,5.01515785947576,5.90941385435169,1.59581101606843,0,0,0,0,0,0,0,0,1.44678383765175,0,0,0,0,0,0,0,0,0,0,0,5.73682508891044,2.40322645371002,2.03182465902151,2.046195373629,0.661168521462639,0,0,0,0,0,0.648137926556057,0.691013569648297
"RAB7A",15.6753219558161,15.9162804604575,13.7942472143042,13.0287177427453,8.04392283282124,11.2625887441817,3.61009132832987,3.91469333725548,10.9611055184406,9.02622588424437,7.31979648897649,7.89987632945832,1.00838553243079,2.17510215200218,1.05557611971868,0,0,1.10299480605592,1.19884691610114,1.1265237020316,0,4.26113561975238,0,0,0,0,33.6854539318259,28.4192278703626,31.0244227353464,35.1078423535055,49.6237984753066,13.4333781965007,40.5668282007191,29.6084247997627,0,0,0,0,7.23391918825874,6.62871268863225,4.38131470168636,27.4769442532691,27.2704918032787,25.4463602817846,14.3265494437894,12.7914683266203,17.166198475033,8.43732168644993,8.5659114315139,5.94660212250977,7.88813449725186,12.0161322685501,7.45002374974554,9.54891174360201,1.32233704292528,0,0,0,0,0.648369494608289,0.648137926556057,0
"RAB8A",4.18008585488431,4.97383764389296,2.58642135268204,0,0,0,0,0,0,2.00582797427653,0.914974561122061,0.98748454118229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42136348295646,8.35859643245959,7.38676731793961,7.97905508034215,3.30825323168711,0,0,0,0,0,0,0,0,0,0,10.6854783207158,17.3539493293592,17.4106675612211,2.04664992054134,2.74102892713292,4.57765292667546,2.10933042161248,0.85659114315139,1.48665053062744,3.58551568056903,4.80645290742004,4.06364931804302,4.774455871801,0,0,0,0,0,0,0,0
"RAB9A",1.04502146372108,0.994767528778592,1.72428090178803,0,0,0,0,0,0,1.00291398713826,0.914974561122061,0.98748454118229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36854539318259,1.67171928649192,2.95470692717584,1.59581101606843,6.61650646337421,0,3.12052524620916,2.96084247997627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RABEP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19884691610114,0,2.62243825538623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RABGAP1",1.04502146372108,0,0,9.01988151420825,5.02745177051327,7.50839249612111,3.61009132832987,4.89336667156935,1.82685091974009,6.01748392282958,10.9796947334647,4.93742270591145,1.00838553243079,1.08755107600109,2.11115223943736,0,0,0,1.19884691610114,2.25304740406321,1.31121912769312,1.42037853991746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44678383765175,1.4730472641405,1.46043823389545,0,0,0,1.02332496027067,1.82735261808861,1.14441323166886,3.51555070268747,5.13954685890834,3.71662632656861,4.30261881668283,0,0,0.682065124543001,3.96701112877583,0,0,1.35404442937087,0,0,0,0
"RABGGTA",1.04502146372108,0.994767528778592,4.31070225447007,3.00662717140275,1.00549035410265,0.938549062015139,1.80504566416493,0.97867333431387,0.913425459870047,3.00874196141479,5.48984736673236,1.97496908236458,1.00838553243079,1.08755107600109,1.05557611971868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4730472641405,1.46043823389545,0,0,0,4.09329984108269,3.65470523617722,1.14441323166886,4.21866084322497,4.28295571575695,2.97330106125489,0,0,0,0,0,0,0,0,0,0,0,0
"RABGGTB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4730472641405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RABL6",2.09004292744215,1.98953505755718,1.72428090178803,1.00220905713425,1.00549035410265,0.938549062015139,1.80504566416493,2.93602000294161,2.74027637961014,1.00291398713826,0.914974561122061,0,0,0,0,1.08130653810736,0.997800659802059,3.30898441816775,0,1.1265237020316,0,1.42037853991746,1.83846012156935,0.990866673285019,2.79841121495327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAC1",16.7203434195372,16.9110479892361,9.48354495983415,4.008836228537,4.02196141641062,3.75419624806056,5.4151369924948,4.89336667156935,7.30740367896037,7.02039790996785,5.48984736673236,5.92490724709374,5.04192766215397,5.43775538000545,5.27788059859341,5.40653269053681,6.98460461861441,7.72096364239142,2.39769383220227,3.37957110609481,6.55609563846558,9.94264977942223,4.59615030392337,6.93606671299514,8.39523364485981,0,28.632635842052,31.7626664433465,32.5017761989343,30.3204093053002,26.4660258534968,20.150067294751,18.723151477255,17.7650548798576,0,0,0,0,1.44678383765175,0,0,18.3179628355127,17.3539493293592,22.7677960415968,3.06997488081202,2.74102892713292,1.14441323166886,0.703110140537494,2.56977342945417,0,8.60523763336566,11.2150567839801,9.48184840876705,12.277172241774,2.64467408585056,1.28559008211238,0,1.35404442937087,1.94567724747393,3.24184747304144,4.5369654858924,2.07304070894489
"RACGAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23956780923994,2.67856424018786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RACK1",47.0259658674484,46.7540738525938,72.4197978750972,27.0596445426248,24.1317684984637,20.6480793643331,12.6353196491545,14.680100014708,13.7013818980507,32.0932475884244,26.5342622725398,22.7121444471927,11.0922408567387,14.1381639880142,15.8336417957802,8.65045230485889,5.98680395881236,6.61796883633551,22.7780914059216,25.9100451467269,22.290725170783,35.5094634979365,3.6769202431387,5.94520003971012,2.79841121495327,0,0,0,0,0,0,0,0,0,11.5187536064628,25.6580976863753,37.1830761043108,37.2226957911561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAD21",3.13506439116323,2.98430258633578,3.44856180357606,8.017672457074,5.02745177051327,7.50839249612111,2.7075684962474,3.91469333725548,6.39397821909033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34035151295525,2.946094528281,2.92087646779091,0,0,0,2.04664992054134,1.82735261808861,2.28882646333773,7.73421154591244,4.28295571575695,7.43325265313722,1.43420627222761,0,0,0,2.64467408585056,0,0,0,0.648559082491309,0,0,0
"RAD23B",0,0,0,0,0,0,0,1.95734666862774,0.913425459870047,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75769018235402,3.96346669314008,2.79841121495327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAD50",5.22510731860538,5.96860517267155,9.48354495983415,5.01104528567125,3.01647106230796,3.75419624806056,0,0,0,0,0.914974561122061,0,0,2.17510215200218,2.11115223943736,0,0,0,1.19884691610114,1.1265237020316,1.31121912769312,4.26113561975238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13994976162403,2.74102892713292,4.57765292667546,2.81244056214998,1.71318228630278,4.45995159188233,2.86841254445522,0,0,0.682065124543001,0.661168521462639,0,0,0,0,0,0,0
"RAD9A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,0.913676309044306,1.14441323166886,0.703110140537494,1.71318228630278,0.743325265313722,0,0,0,0,0,0,0,0,0,0,0,0
"RAE1",2.09004292744215,1.98953505755718,6.0349831562581,2.0044181142685,2.01098070820531,4.6927453100757,2.7075684962474,2.93602000294161,5.48055275922028,1.00291398713826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23391918825874,5.892189056562,6.57197205252954,0,0,0,1.02332496027067,3.65470523617722,1.14441323166886,2.81244056214998,4.28295571575695,2.97330106125489,4.30261881668283,1.60215096914001,0.677274886340503,0.682065124543001,3.3058426073132,0.642795041056191,0,0,7.1341499074044,0.648369494608289,0,0
"RALA",8.36017170976861,9.94767528778592,6.0349831562581,1.00220905713425,1.00549035410265,0,0,0,0,4.01165594855305,1.82994912224412,3.94993816472916,0,0,0,0,0,0,1.19884691610114,1.1265237020316,1.31121912769312,5.68151415966985,0,0,0,0,37.0539993250084,26.7475085838707,31.0244227353464,39.8952754017108,16.5412661584355,6.71668909825034,9.36157573862748,11.8433699199051,0,0,0,0,0,0,0,19.8444597384721,17.3539493293592,18.749949681315,2.04664992054134,3.65470523617722,3.43323969500659,0.703110140537494,0,0,5.73682508891044,5.60752839199005,7.45002374974554,8.86684661905901,0,0,0,1.35404442937087,0,0,0,0
"RALB",3.13506439116323,5.96860517267155,0.862140450894014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1056361795478,10.0303157189515,13.2961811722913,12.7664881285474,6.61650646337421,0,3.12052524620916,0,0,0,0,0,0,0,0,18.3179628355127,19.833084947839,21.4285139215029,1.02332496027067,3.65470523617722,2.28882646333773,0,0,0,4.30261881668283,2.40322645371002,4.74092420438352,6.13858612088701,0,0,0,0,0,0,0,0
"RALGAPA2",1.04502146372108,0.994767528778592,0,1.00220905713425,0,0,0,0,0,1.00291398713826,1.82994912224412,0.98748454118229,0,0,1.05557611971868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,0,0,0,0,0.743325265313722,0,0,0,0,0,0,0,0,0,0,0,0
"RALGAPB",0,0.994767528778592,0.862140450894014,0,0,0,0,0,0,3.00874196141479,2.74492368336618,1.97496908236458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,0.913676309044306,1.14441323166886,2.10933042161248,1.71318228630278,1.48665053062744,0,0,0,0,0,0,0,0,0,0,0,0
