protein,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4
AHSA1,1.58012073,1.941625202,2.754024153,2.268089723,0.968891745,2.451014583,2.149649735,2.240990417,3.515531724,2.941892081,3.144111598,3.091114753,1.956160331,1.025359956,2.327714414,2.031594606,1.53606782,2.868099561,1.098576504,1.653127323,1.168913826,1.234105921,3.907209447,3.246517199,3.543195199,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0
AHSG,0,0,0,0,0.968891745,0.921132385,1.442864021,0.9499485,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,2.064647663,1.931003366,1.333072201,0,0,0,0,0,0,0,0
AIFM1,0,0,0.864613417,1.540237874,1.953082406,3.312666648,3.882525857,4.225295774,4.663973997,1.950337883,2.9944429,3.724923947,2.948722432,3.214705715,3.176352815,4.947485184,4.972714701,4.875515913,0,1.05142317,0,1.889360771,5.396938296,5.005967243,5.118898392,5.247927513,0,0,0,0,0,0,0,0,0,0,0,0
AIM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIM1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMP1,0,0,2.351701379,1.540237874,0.968891745,2.669391044,1.442864021,1.924256156,2.636470024,2.268893588,2.164986415,2.511206051,1.956160331,2.362292771,3.006327599,1.61308057,1.944875303,2.053289965,1.098576504,1.653127323,2.246490367,2.680193992,2.426542826,2.2550935,3.018820504,2.807354922,0,0,0,0,0,2.069533795,3.309356743,3.241403097,2.69678497,0,2.598717113,3.475828426
AIMP2,3.578300868,3.388364695,3.979598316,3.398093484,3.265441068,3.176707196,1.442864021,0.9499485,1.453839514,3.399011692,3.62351829,3.503618698,0.970922069,1.025359956,1.003619168,1.021139762,0,1.03574445,1.714955817,2.076463354,2.246490367,1.889360771,0.90705003,0.958592587,0.916958742,1,0,0,0,0,0,0,0,0,0,0,0,0
AIP,0,0,0,0,0,0,1.442864021,0,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958592587,0.916958742,0,0,1.373875901,0,0,0,0,0,0,0,0,0,0
AK1,1.994551864,0.961347078,0,0.966587184,0.968891745,0.921132385,1.442864021,1.924256156,1.851615862,2.941892081,2.827430592,2.922454862,0,0,1.003619168,1.021139762,0,1.03574445,1.098576504,1.05142317,0,1.234105921,0,0,0,0,0,2.064647663,1.266997295,0,0,0,0,0,0,0,0,0
AK2,0.996370196,0.961347078,0.864613417,0.966587184,0.968891745,0.921132385,3.126593151,3.230546315,3.401423861,0.96708259,0.903929473,0.956200116,0.970922069,1.618677671,1.589786044,3.036793753,3.517296477,3.232871055,0,1.05142317,0,0,3.907209447,3.729484261,3.926957113,3,0,0,0,0,0,0,0,0,0,0,0,0
AK3,0,0,0,0,0,0,0.894759661,0.9499485,2.419108186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.972434909,2.076463354,3.283768429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1A1,0,0.961347078,2.098758683,0,0,0,2.405039482,2.500551849,3.621272161,0,0,1.526262086,0,0,0,3.207295283,3.392338026,2.868099561,0,0,0,0,3.989004793,3.828609566,3.926957113,4,2.072868086,2.064647663,1.931003366,2.474606879,0,0,0,0,0,0,0,0
AKR1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.355604609,1.944875303,2.378701702,0,0,0,0,2.644143159,3.095469549,3.168830955,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0
AKR1B10,0,0,0,0,0,0,0,0,0.90279184,1.540903575,1.455392216,1.526262086,0,0,0,2.620025286,2.263052434,1.632427638,1.098576504,1.05142317,0,1.234105921,2.644143159,2.5152748,2.186666421,1,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C1,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0.90279184,2.268893588,2.827430592,2.251195448,0.970922069,1.025359956,1.589786044,1.61308057,1.53606782,1.632427638,1.714955817,2.076463354,1.168913826,1.889360771,1.459649025,1.529484238,1.473143559,0,0,1.373875901,1.931003366,0,0,0,0,0,0,0,0,0
AKR1C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61308057,1.53606782,1.632427638,0,0,0,0,0.90705003,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C3,3.993186609,3.926654829,4.12242704,3.843880539,3.84826838,4.094642998,4.695977305,4.855696291,4.849487895,4.107103517,4.270100252,4.086043188,3.852128841,3.854102726,4.00677851,4.432320331,4.514144036,4.591186809,3.340770694,4.001444414,3.753201815,4.215726552,5.022698926,4.87294656,4.788890577,3.584962501,4.090524219,4.329116984,3.913226003,4.146756747,2.867824406,0,1.989531496,1.933211842,0,0,0,0
AKR7A2,2.993641837,2.740444656,3.439652425,1.540237874,0.968891745,1.47881758,0,0,1.453839514,2.750456577,2.827430592,2.251195448,0.970922069,0,1.003619168,0,0,0,1.714955817,1.653127323,1.806054709,1.889360771,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR7A3,2.801126798,2.931662233,3.544865169,0.966587184,0.968891745,0,0,0,0,2.941892081,2.638521785,2.731434726,0,1.025359956,2.005425354,1.021139762,0,1.03574445,1.714955817,2.076463354,1.168913826,2.338300494,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKTIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAD,0,0,0,2.268089723,2.532736393,3.312666648,1.442864021,1.51783371,2.419108186,2.529675346,2.421096055,2.731434726,4.587498857,4.21745889,4.32879677,3.359759433,3.392338026,3.385643851,0,1.05142317,0,1.889360771,3.523873876,4.008505655,4.086304413,4.857980995,2.89033867,0,0,0,0,0,0,0,0,0,0,0
ALCAM,0,0,0,0,0,0,3.385748712,3.491832663,2.825330619,0,1.853383544,2.922454862,1.546060213,1.618677671,1.589786044,5.128219809,4.786618309,4.92622701,2.745703037,2.894418153,0,0,4.066410421,4.09068599,4.421358596,5.321928095,2.072868086,0,0,1.333072201,0,0,1.989531496,0,0,0,0,0
ALDH16A1,4.577997335,4.38471777,4.4276928,3.936702387,3.941110664,4.304921401,0,0,0,4.184907225,4.203444751,4.163778281,1.546060213,2.362292771,2.813553664,0,0,0,3.340770694,3.677881073,2.856411626,3.988767131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH18A1,2.578907744,3.100475979,3.821059837,1.949586033,1.543333959,2.451014583,0,0,0,2.268893588,2.827430592,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1A1,5.48474626,5.623617673,5.80727926,7.030919448,7.066840087,7.408462152,6.564739602,6.391123769,6.501074486,7.695261866,7.857086577,7.611909593,7.254506043,7.137381265,7.301804098,6.836017351,6.797035545,6.797894743,6.996604062,7.509892936,6.902076432,8.033448077,5.539493089,6.359899316,6.273874884,4.247927513,5.415957758,5.509900127,5.231572187,5.632860104,4.06601068,0,1.989531496,1.933211842,0,0,0,0
ALDH1B1,3.800606572,3.513288396,3.821059837,2.941009732,3.265441068,2.451014583,0.894759661,0.9499485,0,3.639070203,3.403637312,2.922454862,0,1.025359956,1.003619168,0,0,0,0,2.403347751,0,1.889360771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH2,3.163465689,2.740444656,3.202968816,3.63813725,3.749037927,2.669391044,1.442864021,0.9499485,1.453839514,3.399011692,3.279702347,2.251195448,0.970922069,1.618677671,2.327714414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH3A1,0,0,1.401468483,0,0,0,0,0,0,0,0.903929473,0.956200116,1.956160331,2.037874702,2.005425354,2.031594606,1.53606782,2.053289965,0,0,0,0,1.858228386,1.529484238,2.186666421,1,0,0,0,0,0,0,0,0,0,0,0,0
ALDH7A1,0.996370196,1.533191662,3.326158875,0.966587184,0,1.880020556,0.894759661,0,2.419108186,1.540903575,2.421096055,1.933791208,2.275117866,2.850560031,3.006327599,2.355604609,2.263052434,3.385643851,0,1.05142317,0,0,3.285708808,3.508117252,3.428871228,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0
ALDH9A1,3.163465689,2.931662233,3.734739458,3.523102099,3.402362581,3.43690954,3.499731284,3.230546315,3.141943704,3.524028291,3.62351829,3.242104959,1.546060213,2.626984775,2.327714414,1.021139762,0.963485218,0,0,1.653127323,0,2.338300494,0.90705003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDOA,3.900107558,4.013822575,3.068269276,6.237038923,6.445598894,6.746024102,6.398352276,6.16625511,6.068148968,5.607157832,5.912615747,6.197607034,8.121361845,8.061317529,8.007201112,7.749135409,7.796711264,7.952975629,5.915389753,6.421783699,6.042601095,5.747974157,8.079825145,8.630413052,8.639820442,7.06608919,5.303293763,5.458604873,5.231572187,5.444362581,4.711414598,4.335216011,5.073900853,5.000427909,3.581002772,4.272170993,4.408026318,4.016906216
ALDOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDOC,0.996370196,1.533191662,0,4.579004779,4.463452526,4.651179586,4.184756539,4.073877018,4.20113292,4.579976752,4.394828067,4.820975154,5.697243559,5.907410569,5.839992777,5.62607461,5.627920928,5.76973831,4.503808314,4.741022553,4.552845745,4.411787418,5.335723518,5.532436287,5.476330201,5.247927513,3.172816473,3.399164795,3.005940259,3.103821595,3.76545739,0,1.989531496,2.7307681,0,0,0,0
ALPP,1.994551864,1.533191662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALYREF,0,0,0,0,0,0,0.894759661,0.9499485,0.90279184,0,0,0.956200116,0,0,0,1.021139762,1.53606782,0,0,0,0,0,2.170190716,2.735625828,2.443780137,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
AMACR,0,0,0,2.528836668,1.953082406,2.859016798,3.499731284,3.991758476,3.898681406,3.399011692,3.517762757,3.503618698,3.117818628,2.362292771,2.590989414,2.843407086,2.744180469,3.061983348,2.476571387,2.403347751,2.583445471,3.563016736,2.426542826,2.735625828,2.661928568,1,0,0,0,0,0,0,0,0,0,0,0,0
AMIGO2,0,0,0,0,0,0,0.894759661,0.9499485,0,0,0,0,0,0,0,2.843407086,1.53606782,1.632427638,0,0,0,0,2.426542826,2.2550935,2.443780137,2.584962501,1.380514028,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0
AMPD2,0,0,0,1.540237874,1.953082406,1.47881758,0,0,0,0.96708259,0.903929473,0,2.757142261,2.626984775,2.590989414,0,0,0,1.098576504,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC4,1.994551864,1.533191662,2.56684197,0.966587184,0.968891745,0.921132385,0,0,0,0,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKFY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKH,2.801126798,2.259576362,2.919685889,0,0,0,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,4.449359691,4.329116984,5.059694252,4.745751636,5.494973884,2.069533795,4.446094835,4.557799622,0,0,0,0
ANKRD28,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0,0.96708259,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANLN,0.996370196,1.941625202,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANO6,1.58012073,1.533191662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408938331,3.601888181,3.771823672,3.540486385,4.06601068,2.069533795,3.687544579,3.617789703,0,0,0,0
ANO9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,3.399164795,3.005940259,3.103821595,2.053047961,0,0,0,0,0,0,0
ANP32A,0,0,0,0,0,1.880020556,3.882525857,3.904682107,4.267782425,1.540903575,2.827430592,3.378779227,1.956160331,2.362292771,2.327714414,4.563736391,4.972714701,4.389102439,0,1.653127323,1.806054709,0,5.960338068,5.310337811,5.476330201,5.169925001,3.172816473,0,0,0,0,2.886554086,0,0,0,0,0,0
ANP32B,0,0,0,0,0,0,2.621946525,2.500551849,2.163087258,0.96708259,1.455392216,1.933791208,0,1.025359956,0,4.209599094,3.632289151,3.523776826,2.145448836,3.08882233,2.856411626,2.680193992,3.820496403,4.09068599,4.15982985,3.906890596,1.380514028,0,0,0,0,0,0,0,0,0,0,0
ANP32E,0,0,0.864613417,0,0,0,0,0,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANT3,1.994551864,2.519953374,1.791837015,2.749592966,3.114149002,2.669391044,3.605364131,3.712975173,3.719788928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA1,0.996370196,0,0,0,0,0,0.894759661,0.9499485,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408938331,3.399164795,3.615041015,3.717549031,0,0,2.795384697,0,0,0,0,0
ANXA11,4.080622667,3.833879792,2.919685889,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.820760544,5.037082573,4.793137891,5.105447314,5.3905174,2.069533795,4.234691467,4.72090243,2.69678497,0,0,0
ANXA13,0,0.961347078,0,0,0,0,0,0,0,1.540903575,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.415957758,5.458604873,5.231572187,5.493845692,4.06601068,2.886554086,4.234691467,3.241403097,0,0,0,0
ANXA2,5.162858643,4.625163985,4.4276928,2.268089723,2.271827737,1.880020556,4.647337727,4.656890805,3.898681406,4.636455606,4.203444751,4.669311198,1.956160331,0,0,3.207295283,3.837964422,3.873048029,1.714955817,2.076463354,1.806054709,2.680193992,3.728236298,4.09068599,3.304702086,3.700439718,7.014454568,6.872719276,6.676314112,7.057304974,6.952367237,7.591339867,6.974820302,6.793671542,6.85990304,5.806477144,6.524104321,5.948469918
ANXA3,3.900107558,3.734726159,2.919685889,0,0,0,2.405039482,2.720458447,0.90279184,3.262125066,2.164986415,3.091114753,0,0,0,1.61308057,1.944875303,1.03574445,0,0,0,0,3.523873876,3.246517199,3.304702086,3.700439718,5.70916816,5.559434016,5.432894157,5.676372903,4.875207947,3.785554776,5.195857898,4.557799622,0,0,2.598717113,0
ANXA4,3.800606572,3.628251645,3.544865169,0,0,0,0.894759661,1.51783371,0,3.524028291,2.421096055,3.242104959,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,6.025570328,5.942116633,5.650507639,6.116289307,6.259190081,5.299029246,5.686734793,5.338660701,4.828721577,4.272170993,4.716298833,4.409490401
ANXA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408938331,3.937808665,4.16021177,4.017375043,3.385355532,0,3.309356743,0,0,0,0,0
ANXA6,0,0,0,0,0,0,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.975841682,5.232973694,5.176523782,5.284834316,4.06601068,0,2.795384697,1.933211842,0,0,0,0
ANXA7,2.578907744,2.519953374,1.401468483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.551550277,4.726097906,4.638782042,4.661645673,3.76545739,2.886554086,3.309356743,1.933211842,0,0,0,0
AOC1,5.385222152,5.382890844,4.971383181,6.851817395,6.880135026,5.840384273,5.993876048,6.049331455,5.161372746,4.842557512,5.054533961,5.122960291,6.449699453,6.353436918,6.273922166,6.041327688,6.056389191,6.046810139,7.047285233,6.654626331,7.18801641,7.988062164,4.459757716,4.168436296,4.296512299,4.700439718,1.380514028,2.88100595,0,2.823248847,0,0,4.234691467,6.639037742,6.990067128,7.617904137,7.155924932,6.812280753
AP1B1,2.993641837,2.519953374,1.791837015,4.579004779,4.399449,4.238176971,3.605364131,4.225295774,4.392499739,4.024863517,3.722048161,3.824024523,3.40611886,3.505214095,3.591590723,1.021139762,0.963485218,2.644053871,1.098576504,2.403347751,1.168913826,1.889360771,2.170190716,2.735625828,2.661928568,2.807354922,2.072868086,2.064647663,2.383995806,2.013916734,0,0,0,0,0,0,0,0
AP1G1,2.316116017,2.259576362,1.791837015,4.74220736,4.797294216,4.651179586,4.315030162,4.151572014,4.267782425,3.745612183,3.722048161,3.378779227,3.944989053,4.134834924,4.254777207,1.021139762,0.963485218,1.03574445,1.098576504,2.076463354,2.246490367,2.9563868,1.459649025,1.529484238,2.186666421,2.321928095,0,0,0,0,0,0,1.989531496,1.933211842,2.69678497,0,0,2.600000002
AP1G2,0,0,0,3.398093484,3.527408274,2.451014583,2.621946525,1.51783371,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1M1,0,0,0,3.109978656,3.64247482,3.756000002,1.839113208,2.500551849,3.277509632,1.950337883,2.421096055,1.526262086,2.275117866,2.037874702,2.327714414,0,0,0,0,0,0,0,0,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1M2,1.58012073,1.941625202,1.401468483,3.843880539,4.188405325,3.65727565,3.499731284,3.491832663,3.141943704,2.941892081,2.9944429,2.922454862,2.948722432,2.362292771,2.813553664,1.021139762,0,1.03574445,1.098576504,1.05142317,1.168913826,0,0,0,0.916958742,1.584962501,1.380514028,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0
AP1S1,0,0,0,2.528836668,1.953082406,1.880020556,2.405039482,0.9499485,1.851615862,0.96708259,0.903929473,0.956200116,0,1.025359956,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP2A1,4.947162596,4.878421948,5.008646625,4.934543882,4.746747198,4.797429663,3.605364131,3.712975173,4.131254579,4.636455606,4.509625417,4.374625784,0,0,0,0,0,0,1.714955817,1.653127323,1.806054709,3.18810514,0,0,0,0,5.360725261,5.405418357,5.385135725,5.339993805,2.867824406,0,3.309356743,1.933211842,2.69678497,0,4.716298833,2.600000002
AP2A2,3.163465689,3.100475979,2.919685889,3.523102099,3.265441068,3.551296021,1.442864021,1.51783371,2.163087258,2.941892081,2.9944429,2.511206051,0.970922069,1.025359956,1.003619168,0,0,0,1.098576504,1.05142317,1.168913826,0,0,0,0,0,3.172816473,3.937808665,4.041997863,3.717549031,0,0,0,0,0,0,0,0
AP2B1,5.452328462,5.349766493,5.148762131,5.577622219,5.523399232,5.455914002,4.490730752,4.759715303,4.892364797,4.690806462,4.851847799,4.499810006,3.117818628,3.214705715,3.466005187,1.61308057,0.963485218,2.053289965,2.476571387,3.677881073,2.583445471,3.86032243,2.170190716,2.2550935,2.443780137,2,6.060653988,5.942116633,5.97476946,5.948961515,3.385355532,0,1.989531496,1.933211842,3.581002772,2.829306972,2.598717113,2.600000002
AP2M1,3.993186609,3.926654829,4.12242704,4.023911454,4.332473679,4.304921401,2.621946525,2.720458447,3.141943704,3.262125066,3.403637312,2.731434726,0.970922069,0,0,0,0,0,1.098576504,1.653127323,1.168913826,2.680193992,0,0,0,0,3.789613418,3.601888181,3.771823672,4.017375043,2.053047961,0,2.795384697,1.933211842,3.581002772,4.668420179,4.970157178,4.409490401
AP2S1,2.316116017,2.740444656,2.56684197,2.749592966,2.945112293,2.859016798,0.894759661,0.9499485,1.453839514,2.529675346,2.421096055,2.511206051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,2.728226634,2.474606879,0,0,0,0,0,0,3.474430172,0
AP3B1,2.993641837,2.931662233,3.326158875,0,0,0,0,0,0,2.268893588,2.9944429,1.933791208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598717113,0
AP3D1,2.316116017,2.740444656,2.919685889,3.109978656,2.271827737,3.026589061,2.149649735,2.240990417,1.453839514,2.750456577,2.827430592,2.251195448,0,1.025359956,1.003619168,0,0,0,0,0,1.168913826,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598717113,0
AP3S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP4B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APAF1,1.994551864,1.941625202,1.791837015,1.540237874,0.968891745,0,0,0,0,1.540903575,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APC,0.996370196,0,0,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,1.931003366,0,0,0,0,0,0,0,0,0
APEH,3.800606572,3.926654829,3.068269276,6.142770713,6.185871137,6.363130635,4.041541069,4.151572014,3.980443085,5.144691026,4.976842159,4.721657506,7.160816913,6.588909182,6.762050011,4.740821936,4.835440815,4.975215962,4.429334296,4.488737827,3.613037926,4.317084986,5.366655557,5.377358485,5.738760262,5.357552005,2.538745146,1.373875901,1.931003366,1.333072201,5.494973884,5.51617723,5.60102145,5.693286396,5.083269848,3.724066632,4.015464754,4.409490401
APEX1,1.994551864,2.259576362,3.202968816,2.941009732,3.265441068,3.848399125,4.434508325,4.602593015,4.451035312,1.950337883,1.853383544,2.251195448,2.757142261,3.367259864,2.327714414,3.497640075,3.632289151,3.873048029,0,1.05142317,1.168913826,1.889360771,3.728236298,4.312393749,3.926957113,4.247927513,0,0,0,0,0,0,2.795384697,1.933211842,2.69678497,3.724066632,3.474430172,2.600000002
APH1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
API5,0.996370196,0.961347078,1.401468483,0.966587184,1.543333959,1.880020556,3.703787505,3.491832663,4.20113292,3.1108756,3.144111598,3.503618698,2.536168495,3.044091598,3.006327599,3.846371158,3.632289151,3.873048029,2.745703037,3.08882233,1.806054709,3.18810514,3.40970041,3.729484261,3.840157301,1,0,1.373875901,1.266997295,0,0,0,0,0,0,0,0,0
APIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APLP2,0,0.961347078,0,3.744673432,3.941110664,3.43690954,4.376005728,4.602593015,3.401423861,2.268893588,3.722048161,3.916753108,3.646291178,4.440244194,4.176753604,5.822581576,5.881442294,5.683927208,6.188050251,6.099550261,6.246130857,4.584363563,4.340174758,4.563274934,4.642674584,4.459431619,0,0,1.266997295,1.333072201,0,0,2.795384697,2.7307681,0,0,0,0
APMAP,0.996370196,0,0,0.966587184,0,0,0,0,0,1.540903575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789613418,3.937808665,3.771823672,4.017375043,2.867824406,2.069533795,4.63044284,4.557799622,4.125209993,2.829306972,3.474430172,0
APOA1BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.971644604
APOE,0,0,2.098758683,0,0,0,0,0,0,2.941892081,2.164986415,2.731434726,2.275117866,1.025359956,1.589786044,0,0,0,2.972434909,2.669676924,1.806054709,2.338300494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03574445,0,0,0,0,0.90705003,1.529484238,1.873574051,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0
APP,1.58012073,2.259576362,0,4.792748321,5.186716361,5.051791299,5.850844613,6.049331455,5.295206777,4.521196453,4.936368817,5.497901882,5.775187667,5.882304632,5.889750101,7.030333137,6.734054698,6.756455868,7.369521834,7.144730739,7.306529897,5.280434713,5.238737314,5.618064397,5.831680757,6.022367813,1.380514028,0,1.266997295,2.013916734,2.867824406,4.335216011,4.793881411,4.72090243,4.828721577,5.63977081,5.373641915,4.717776833
APPL1,0,0,0,0,0,0,0,0,1.453839514,0,0,0,0,0,0,1.61308057,0,2.053289965,0,0,0,0,0,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
APRT,3.800606572,3.251589451,3.979598316,2.268089723,1.543333959,2.193583806,0,0,0.90279184,3.844824317,4.203444751,3.824024523,1.956160331,2.037874702,2.005425354,1.021139762,1.53606782,1.632427638,3.494786352,3.901441717,3.457776598,3.719314538,0.90705003,1.529484238,1.473143559,0,2.538745146,2.064647663,1.931003366,2.013916734,0,0,0,0,0,0,0,0
AQR,3.315387858,3.100475979,3.979598316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
