protein,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4
LSM3,0,0,0,0,0,0,0,0,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,1.529484238,1.473143559,0,0,0,0,0,0,0,0,0,0,0,0,0
LSM4,0,0.961347078,1.791837015,0,0,0.921132385,1.442864021,0.9499485,1.851615862,1.540903575,1.455392216,1.526262086,0,0,0,1.021139762,0,0,0,1.05142317,1.168913826,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSM6,1.58012073,0.961347078,1.791837015,1.540237874,0.968891745,1.47881758,1.839113208,0.9499485,2.163087258,0.96708259,0,0.956200116,1.546060213,0,0,1.021139762,1.53606782,0,0,0,0,0,1.459649025,1.529484238,2.186666421,1,0,0,0,0,0,0,0,0,0,0,0,0
LSM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSR,4.080622667,3.833879792,3.642923751,0.966587184,1.543333959,2.193583806,2.149649735,2.240990417,2.163087258,3.262125066,2.827430592,2.922454862,0,0,0,1.021139762,1.53606782,1.03574445,2.145448836,1.653127323,2.583445471,2.9563868,0.90705003,0.958592587,0.916958742,1,5.914890112,5.825482015,5.908747223,5.759648852,5.3905174,4.896155132,4.63044284,4.557799622,2.69678497,0,0,0
LSS,1.994551864,2.740444656,3.439652425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.069533795,2.795384697,2.7307681,0,0,0,0
LTA4H,0,0,0,3.109978656,3.527408274,4.168194276,5.035364569,4.70921893,4.934004092,3.745612183,4.270100252,4.237538143,4.403400798,4.369737013,4.32879677,5.500465327,5.512565229,5.461300104,0,2.076463354,0,1.889360771,6.000336286,5.750368878,5.689954877,5.727920455,0,0,1.266997295,0,0,0,0,0,0,0,0,0
LTBP1,0.996370196,1.533191662,0,3.744673432,4.188405325,3.176707196,4.376005728,4.546171463,3.621272161,0,0,0,0,0,0,3.359759433,3.104356784,3.649832041,3.760834352,3.260114038,4.20773121,3.387705307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LTBP4,0,0,0,2.528836668,1.953082406,0,3.703787505,4.225295774,1.851615862,0,0,1.933791208,0.970922069,0,1.003619168,3.623485148,3.517296477,4.314920033,3.985375492,3.677881073,4.106809436,1.234105921,3.000298925,3.095469549,3.428871228,3.700439718,0,0,0,0,0,0,0,0,0,0,0,0
LTBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTF,0,0,0,0.966587184,1.543333959,0.921132385,1.839113208,0.9499485,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.724066632,0,0
LUC7L2,2.578907744,0,1.791837015,1.540237874,1.953082406,1.880020556,1.442864021,1.924256156,2.636470024,1.950337883,1.853383544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598717113,0
LY75,4.800346389,4.731858388,2.098758683,6.162123572,6.223324164,5.127502812,5.618262345,5.806747268,3.898681406,2.529675346,2.421096055,3.916753108,5.919477451,6.049509493,6.007116601,5.210749622,5.175945885,5.495285643,5.139264357,4.955687295,4.473994679,2.9563868,4.570182849,4.87294656,4.590446441,5.64385619,2.072868086,2.529815193,3.615041015,4.146756747,0,2.069533795,1.989531496,2.7307681,0,0,0,0
LYN,3.693731392,3.734726159,2.919685889,0,0,0,0,0,0,1.540903575,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.415957758,5.509900127,5.432894157,5.339993805,2.867824406,2.069533795,1.989531496,1.933211842,0,0,0,0
LYPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021139762,0,0,0,0,0,0,0.90705003,0.958592587,1.473143559,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
LYPD8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025359956,0,1.021139762,0.963485218,1.03574445,1.098576504,0,1.168913826,1.234105921,1.459649025,0.958592587,0,1.584962501,3.789613418,3.77960348,4.269468584,3.540486385,2.867824406,2.069533795,3.309356743,1.933211842,0,0,0,0
LYPLA1,2.578907744,2.519953374,3.439652425,2.528836668,2.753608502,2.451014583,2.149649735,2.500551849,2.636470024,2.750456577,2.638521785,2.511206051,0.970922069,1.025359956,1.003619168,1.021139762,1.944875303,2.053289965,1.098576504,2.076463354,1.168913826,1.234105921,0,0.958592587,0,0,1.380514028,1.373875901,1.931003366,0,0,0,0,0,0,0,0,0
LYPLA2,0.996370196,2.519953374,2.56684197,0.966587184,1.953082406,2.193583806,0.894759661,1.51783371,1.453839514,0.96708259,2.638521785,2.251195448,0,0,0,0,0.963485218,1.03574445,0,0,0,0,0,0.958592587,0,0,1.380514028,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0
LYPLAL1,0,0,0.864613417,0,0,0,0,0,0.90279184,1.540903575,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYSC,0,0,0,0,0,0,1.839113208,2.240990417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.668420179,0,0
LYSC_CHICK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6PR,2.801126798,2.931662233,2.754024153,0,0,0,0,0,0,1.540903575,0.903929473,1.526262086,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,3.789613418,3.77960348,3.238727139,3.338612139,4.06601068,5.871724939,4.793881411,4.72090243,5.299570037,0,3.474430172,3.475828426
MACC1,3.800606572,3.628251645,3.326158875,0,0,0,0,0,0,3.399011692,3.279702347,3.378779227,1.546060213,2.362292771,3.006327599,0,0,0,0,1.653127323,1.806054709,2.338300494,0,0,0,0,5.617896038,5.653674256,5.690351592,5.759648852,5.155749018,2.069533795,3.687544579,3.241403097,0,0,0,0
MACF1,0.996370196,0.961347078,0,0.966587184,0.968891745,2.193583806,2.810463839,2.240990417,2.163087258,1.540903575,0.903929473,0.956200116,0.970922069,0,0,1.021139762,0.963485218,1.03574445,1.714955817,1.05142317,1.806054709,1.889360771,0.90705003,1.529484238,0.916958742,1,0,0,0,0,0,0,0,1.933211842,0,0,2.598717113,0
MACROD1,0.996370196,0,1.401468483,0,0,0,0,0,0,1.540903575,0.903929473,0.956200116,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACROH2A1,3.163465689,3.513288396,4.052779486,4.023911454,4.110590354,4.488413743,1.839113208,1.51783371,2.163087258,4.39592324,4.203444751,4.438575266,3.944989053,4.21745889,3.91363905,0,0,0,2.476571387,3.793987451,2.856411626,4.215726552,0,1.529484238,0.916958742,1,0,1.373875901,0,0,7.157264025,5.043305171,6.586082652,6.040849269,3.581002772,0,0,0
MACROH2A2,0,0,0,0,0,1.47881758,0,0,0.90279184,0.96708259,0,0,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,2.867824406,3.785554776,2.795384697,1.933211842,0,0,0,0
MAGOH,0,0.961347078,1.401468483,0,0.968891745,0,2.621946525,2.500551849,2.992305255,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459649025,1.529484238,1.473143559,1,0,0,0,0,0,0,0,0,0,2.829306972,4.015464754,2.600000002
MAN1A2,0,0,0,0,0,0,1.442864021,0.9499485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN1B1,1.58012073,0.961347078,0.864613417,1.540237874,1.543333959,1.47881758,1.442864021,2.500551849,1.851615862,0.96708259,1.455392216,1.526262086,1.546060213,1.618677671,1.589786044,2.355604609,2.263052434,2.644053871,0,0,0,0,1.858228386,2.5152748,2.85138244,1,0,0,0,0,0,0,0,0,0,0,0,0
MAN2A1,0,0,0,2.268089723,1.543333959,2.451014583,2.810463839,2.240990417,0.90279184,0,0,0,4.192326201,4.134834924,3.814069025,3.497640075,3.632289151,3.873048029,0,0,0,0,4.459757716,4.379321162,4.360285502,5.044394119,0,0,0,0,0,0,2.795384697,3.241403097,0,0,0,0
MAN2B1,0,0,0,3.744673432,4.110590354,4.797429663,2.405039482,1.51783371,3.401423861,2.750456577,2.827430592,2.922454862,5.368904645,5.178152269,5.007003913,4.432320331,4.452880697,4.314920033,0,1.653127323,0,2.9563868,5.022698926,4.726403645,4.963309897,5.321928095,0,0,0,0,0,0,0,3.241403097,0,0,0,0
MAN2B2,0,0,0,0.966587184,0,0.921132385,0,0,0,0,0,0,2.275117866,1.618677671,1.589786044,1.021139762,0.963485218,1.632427638,0,0,0,0,1.459649025,0.958592587,2.186666421,3,0,0,0,0,0,0,0,0,0,0,0,0
MAN2C1,0,0,0,1.949586033,3.265441068,3.026589061,0,0,0,3.399011692,2.638521785,2.511206051,3.852128841,3.505214095,4.00677851,0,0,0,0,1.05142317,1.168913826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANBA,0,0,0,2.941009732,1.543333959,3.026589061,2.810463839,3.079707418,2.419108186,0,0,1.933791208,3.752877906,4.134834924,4.00677851,4.039386317,3.837964422,3.873048029,0,0,0,0,3.728236298,4.008505655,4.229789149,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0
MANF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,1.529484238,1.473143559,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
MANSC1,0,0,0,0,0,0,2.149649735,2.500551849,1.453839514,0,0,0.956200116,0,0,0,2.355604609,2.523580768,2.868099561,2.745703037,2.669676924,2.856411626,0,2.426542826,2.735625828,2.661928568,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K1,0.996370196,0.961347078,0.864613417,0.966587184,0,0.921132385,0,0,0,1.540903575,2.164986415,0.956200116,0,1.025359956,1.003619168,0,0,0,1.714955817,1.653127323,1.806054709,1.889360771,0,0,0,0,0,0,1.266997295,0,0,0,0,0,0,0,0,0
MAP2K3,0,0.961347078,1.401468483,0,0,0,0,0,0,1.950337883,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP4K3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK1,1.994551864,1.533191662,1.791837015,1.540237874,1.953082406,2.193583806,2.810463839,3.230546315,3.401423861,0.96708259,0.903929473,0,0.970922069,0,0,0,0,0,0,0,0,0,1.858228386,1.937434512,1.873574051,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
MAPK13,2.316116017,2.931662233,2.919685889,0,0,0.921132385,0,0,2.419108186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0,0,0,1.380514028,0,1.266997295,1.333072201,0,0,0,0,0,0,0,0
MAPK14,1.58012073,0.961347078,0,0,0,0.921132385,0.894759661,1.51783371,1.851615862,0,0,0.956200116,0.970922069,0,0,1.021139762,0.963485218,1.632427638,0,0,0,0,1.858228386,1.529484238,1.473143559,2,2.538745146,2.88100595,2.728226634,2.474606879,0,0,0,0,0,0,0,0
MAPK3,3.315387858,2.740444656,3.821059837,0.966587184,0.968891745,1.47881758,1.442864021,1.924256156,2.163087258,3.262125066,2.827430592,2.731434726,1.956160331,1.025359956,1.589786044,0,0,0,2.476571387,2.669676924,2.246490367,2.680193992,1.459649025,1.529484238,1.473143559,0,0,1.373875901,1.266997295,0,0,0,0,0,0,0,0,0
MAPKAPK3,0,0.961347078,0,0,0.968891745,0.921132385,0,0.9499485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,1.373875901,1.931003366,2.823248847,0,0,0,0,0,0,0,0
MAPRE1,0,0,0,0,0,0,2.405039482,2.911236342,2.636470024,0,0,0,0,0,0,1.61308057,2.523580768,2.378701702,0,0,0,0,2.426542826,2.735625828,2.661928568,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0
MARCKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.529815193,3.005940259,2.474606879,0,0,0,0,0,0,0,0
MARCKSL1,1.994551864,1.941625202,1.401468483,0,0,0,0,0,0,1.540903575,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.172816473,2.529815193,2.383995806,3.103821595,2.053047961,0,0,0,0,0,0,0
MARK2,0.996370196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,3.163224167,3.439119207,3.103821595,0,0,0,0,0,0,0,0
MARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARS1,3.993186609,4.247579354,5.214026639,3.843880539,3.749037927,3.848399125,0,0,0.90279184,4.258728859,4.453368265,4.374625784,1.956160331,2.037874702,2.590989414,0,0,0,1.714955817,3.413209566,2.246490367,3.563016736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARVELD3,0.996370196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,2.064647663,1.266997295,1.333072201,0,0,0,0,0,0,0,0
MAT2A,2.993641837,2.740444656,3.202968816,3.523102099,3.527408274,3.551296021,2.810463839,3.079707418,3.401423861,3.262125066,3.144111598,3.091114753,3.117818628,3.505214095,3.176352815,2.843407086,2.744180469,2.868099561,2.145448836,2.669676924,1.806054709,2.680193992,2.426542826,2.926737964,2.443780137,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
MAT2B,0.996370196,0.961347078,2.919685889,3.109978656,2.753608502,3.312666648,2.621946525,3.079707418,3.141943704,2.941892081,3.279702347,2.731434726,3.40611886,3.044091598,2.813553664,2.355604609,1.944875303,2.378701702,0,1.05142317,0,1.234105921,0.90705003,1.937434512,1.873574051,1,0,0,0,0,0,0,0,0,0,0,0,0
MATR3,1.994551864,1.941625202,2.098758683,0.966587184,0.968891745,0.921132385,1.442864021,1.924256156,1.851615862,3.937650566,3.722048161,3.824024523,0,1.025359956,1.003619168,0,0,0,2.145448836,2.076463354,1.806054709,1.889360771,0.90705003,0.958592587,0,0,0,0,0,0,0,0,0,0,3.581002772,0,2.598717113,3.475828426
MAVS,0,0,1.401468483,0.966587184,0.968891745,0,0,1.51783371,1.851615862,0,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBTPS1,2.801126798,2.740444656,2.098758683,2.749592966,3.114149002,2.451014583,2.405039482,2.240990417,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM2,4.899864715,4.968462577,4.724999573,4.520226243,4.332473679,4.094642998,0.894759661,0.9499485,1.453839514,2.941892081,3.403637312,1.526262086,0,0,0,0,0,0,0,1.05142317,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM3,4.452494049,4.509944325,4.4276928,3.843880539,3.402362581,2.669391044,1.442864021,0.9499485,0.90279184,2.268893588,1.853383544,1.526262086,0,0,0,0,0,0,1.098576504,1.653127323,1.168913826,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM4,4.947162596,4.968462577,5.008646625,3.843880539,3.941110664,3.43690954,2.405039482,2.500551849,1.453839514,2.941892081,2.9944429,2.731434726,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM5,4.800346389,4.679497284,4.632541544,3.523102099,3.402362581,2.451014583,0.894759661,0,0,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598717113,0
MCM6,4.452494049,4.173790108,3.821059837,4.39495704,4.524736818,3.65727565,3.499731284,3.491832663,3.719788928,1.950337883,2.421096055,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM7,4.947162596,4.878421948,4.632541544,2.528836668,1.543333959,0,0,0,0,2.750456577,3.144111598,1.526262086,0,0,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMBP,0,0,0.864613417,1.540237874,1.543333959,0.921132385,0,0,0,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCTS1,0,0,0,0,0,0,0,0.9499485,1.453839514,1.950337883,2.421096055,1.933791208,1.546060213,1.025359956,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDH1,0,0.961347078,0,3.261216432,3.402362581,3.756000002,4.544844102,4.487453229,4.759710761,2.941892081,3.517762757,4.374625784,4.467412843,4.440244194,4.650796994,5.685002794,5.734731965,5.316737246,0,0,0,1.889360771,6.482137233,5.894614347,6.001290853,6.108524457,3.172816473,2.529815193,3.005940259,2.474606879,0,0,4.234691467,4.163037251,3.581002772,2.829306972,2.598717113,0
MDH2,2.316116017,2.259576362,2.351701379,3.744673432,3.84826838,4.238176971,4.788597165,4.656890805,5.357738767,3.1108756,4.133559819,4.721657506,4.750740993,4.955524285,5.094480012,6.231231973,6.284499598,6.157073559,1.098576504,1.653127323,1.168913826,1.889360771,6.510112879,6.376376144,6.206071334,6.491853096,0,0,0,0,2.053047961,0,0,3.617789703,4.828721577,5.451253497,5.373641915,4.717776833
MDK,1.58012073,1.941625202,1.401468483,3.109978656,3.402362581,3.312666648,3.703787505,3.367096615,3.277509632,1.950337883,1.455392216,2.251195448,2.275117866,2.037874702,2.327714414,2.355604609,1.944875303,2.378701702,1.714955817,1.05142317,1.806054709,1.234105921,1.858228386,1.937434512,1.473143559,1.584962501,0,0,0,0,0,0,2.795384697,2.7307681,4.519429818,4.978956706,5.185959353,5.187453585
ME1,2.316116017,2.259576362,1.791837015,5.182130284,5.39799,5.673603256,4.95770589,4.808503839,4.892364797,4.39592324,4.509625417,5.001188226,6.84863622,6.557533329,6.482881685,6.58068814,6.418718456,6.317644995,3.340770694,3.413209566,2.583445471,1.889360771,6.253002576,6.274568431,6.558477935,6.658211483,3.611795418,3.163224167,3.005940259,2.823248847,0,0,0,0,0,0,0,0
ME2,1.58012073,0.961347078,1.401468483,0.966587184,0.968891745,2.193583806,0.894759661,1.51783371,1.851615862,1.540903575,1.853383544,1.933791208,0.970922069,2.037874702,2.327714414,0,0.963485218,1.03574445,0,1.05142317,0,1.234105921,0.90705003,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
ME3,0,0,0,0,0,0.921132385,0,0,0,0,0,0.956200116,0.970922069,2.037874702,2.327714414,1.021139762,0.963485218,0,0,0,0,0,0,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAK7,0.996370196,0.961347078,0.864613417,0.966587184,0.968891745,0.921132385,0.894759661,0.9499485,0.90279184,0.96708259,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0.916958742,0,2.072868086,2.88100595,1.931003366,2.474606879,0,0,0,0,0,0,0,0
MED14,0.996370196,1.941625202,1.401468483,0.966587184,0.968891745,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED23,1.58012073,2.519953374,2.754024153,1.540237874,0.968891745,0,0,0,0,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED24,0.996370196,0.961347078,1.401468483,0.966587184,0.968891745,0.921132385,0,0,0,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELTF,5.60758979,5.595633632,4.313216014,3.63813725,3.527408274,0.921132385,4.315030162,4.362321027,3.141943704,3.524028291,1.455392216,3.091114753,2.536168495,1.025359956,2.327714414,4.361832367,3.837964422,4.236715467,1.714955817,1.05142317,1.806054709,2.338300494,4.459757716,4.242209854,4.229789149,4.64385619,6.060653988,6.084270055,5.97476946,6.051667915,5.494973884,0,5.195857898,5.000427909,0,0,0,0
MEMO1,3.452825167,3.251589451,3.326158875,2.268089723,0.968891745,0.921132385,1.839113208,2.240990417,2.163087258,3.639070203,3.279702347,3.091114753,0.970922069,1.618677671,2.005425354,0,0,0,2.145448836,2.076463354,2.246490367,2.9563868,0,0,0,0,2.538745146,2.529815193,2.383995806,2.474606879,0,0,0,0,0,0,0,0
MEP1A,0,0,0,0,0,0,0,0,0,4.024863517,3.62351829,3.824024523,4.114498637,4.047190029,3.814069025,0,0,0,4.085769758,3.793987451,4.20773121,4.317084986,0,0,0,0,0,0,0,0,5.022286887,5.94843012,7.195573292,7.029851057,6.471461801,0,0,0
MEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET,4.899864715,4.878421948,3.326158875,5.393386257,5.582239392,5.541442102,6.193401362,6.274408964,5.971482009,2.529675346,3.982732963,3.916753108,4.987456139,4.906557819,4.761849677,5.655839553,5.571395729,5.6237463,3.633934435,3.413209566,3.753201815,3.988767131,5.022698926,5.20358086,5.356351177,5.977279923,3.947899965,4.439062363,4.638782042,4.017375043,3.76545739,0,0,0,0,0,0,0
METAP1,0.996370196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021139762,0,1.03574445,0,0,0,0,1.459649025,0.958592587,1.473143559,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0
METAP2,0.996370196,2.259576362,1.791837015,2.528836668,1.953082406,1.880020556,2.621946525,3.079707418,3.277509632,1.540903575,1.455392216,0,1.546060213,1.618677671,1.589786044,0,1.53606782,2.053289965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL1,0.996370196,0.961347078,1.791837015,0,0,0,0,0,0,0,0,0,0.970922069,1.025359956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
METTL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFAP2,1.994551864,1.941625202,1.401468483,2.528836668,2.271827737,0.921132385,1.442864021,2.240990417,0.90279184,0,0,0,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFGE8,3.800606572,3.628251645,2.098758683,0,0,0,0,0,0,3.937650566,2.827430592,3.824024523,0,1.025359956,1.003619168,0,0,0,2.145448836,1.653127323,1.168913826,2.338300494,0,0,0,0,5.752726377,5.742134157,5.650507639,5.493845692,5.927103234,5.411684905,5.844248139,5.338660701,2.69678497,0,2.598717113,0
MFI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFSD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,0,2.867824406,2.069533795,2.795384697,2.7307681,0,0,0,0
MGAM2,0,0.961347078,1.401468483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,2.383995806,2.013916734,2.053047961,0,0,0,0,0,0,0
MGAT2,0,0,0,0,0,0,0.894759661,0.9499485,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858228386,0,0.916958742,1,0,0,0,0,0,0,0,0,0,0,0,0
MGAT3,0,0,0,0,0,0,1.839113208,0.9499485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGAT4B,1.58012073,1.533191662,0.864613417,1.949586033,1.543333959,0,1.442864021,1.51783371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGAT5,1.58012073,1.533191662,0.864613417,4.183948616,4.188405325,3.312666648,4.743030372,4.426243371,3.621272161,0,1.853383544,1.526262086,2.757142261,2.850560031,3.006327599,3.497640075,3.104356784,3.765752776,0,1.05142317,0,1.234105921,2.833183695,3.095469549,2.661928568,3.700439718,0,0,0,0,0,0,0,0,0,0,0,0
MGRN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,3.163224167,3.238727139,3.338612139,2.053047961,2.069533795,0,0,0,0,0,0
MIB1,2.316116017,2.740444656,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,1.373875901,2.383995806,1.333072201,2.053047961,2.069533795,1.989531496,1.933211842,2.69678497,0,2.598717113,2.600000002
MID1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIF,0.996370196,0.961347078,0.864613417,0.966587184,0.968891745,0.921132385,0.894759661,0.9499485,0.90279184,0.96708259,0.903929473,0.956200116,0.970922069,1.025359956,1.003619168,1.61308057,0.963485218,1.632427638,1.098576504,1.05142317,1.168913826,1.889360771,1.459649025,1.529484238,1.473143559,1.584962501,1.380514028,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0
MINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
