#term ID	term description	genes mapped	enrichment score	direction	false discovery rate	method	matching proteins in your input (IDs)	matching proteins in your input (labels)
GO:0000502	Proteasome complex	45	0.108771	bottom	2.13e-05	ks	9606.ENSP00000044462,9606.ENSP00000157812,9606.ENSP00000210313,9606.ENSP00000215071,9606.ENSP00000216455,9606.ENSP00000216802,9606.ENSP00000217515,9606.ENSP00000219313,9606.ENSP00000223321,9606.ENSP00000259335,9606.ENSP00000259457,9606.ENSP00000261303,9606.ENSP00000261479,9606.ENSP00000261601,9606.ENSP00000261712,9606.ENSP00000262193,9606.ENSP00000264639,9606.ENSP00000270586,9606.ENSP00000271308,9606.ENSP00000290541,9606.ENSP00000293362,9606.ENSP00000309474,9606.ENSP00000310129,9606.ENSP00000310572,9606.ENSP00000348442,9606.ENSP00000351314,9606.ENSP00000351777,9606.ENSP00000355325,9606.ENSP00000357876,9606.ENSP00000359910,9606.ENSP00000362334,9606.ENSP00000363993,9606.ENSP00000364016,9606.ENSP00000372155,9606.ENSP00000384211,9606.ENSP00000386541,9606.ENSP00000391211,9606.ENSP00000396937,9606.ENSP00000414359,9606.ENSP00000418695,9606.ENSP00000478877,9606.ENSP00000481029,9606.ENSP00000483688,9606.ENSP00000484998,9606.ENSP00000497594	PSMA4,PSMC4,PSMD5,PSMD8,PSMA3,PSME2,TXNL1,PSMD7,PSMA2,ECPAS,PSMB7,PSMC1,PSMA6,USP14,PSMD11,PSMB1,PSMD3,PSMB6,PSMA5,PSMB4,PSME3,PSMD1,PSMD2,PSMC5,PSMD12,PSMB10,VCP,PSMB5,PSMD4,PSMA7,PSMB2,PSMB9,PSMB8,PSME1,PSME4,PSMD14,PSMC2,PSMD13,PSMA1,PSMD6,ADRM1,PSMC3,PSMB3,PSMC6,UBE3A
GO:0031983	Vesicle lumen	128	0.283268	bottom	2.13e-05	ks	9606.ENSP00000002165,9606.ENSP00000053867,9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216392,9606.ENSP00000216962,9606.ENSP00000218516,9606.ENSP00000219022,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000223321,9606.ENSP00000227266,9606.ENSP00000229795,9606.ENSP00000245907,9606.ENSP00000252699,9606.ENSP00000258418,9606.ENSP00000259457,9606.ENSP00000260118,9606.ENSP00000260356,9606.ENSP00000261416,9606.ENSP00000261712,9606.ENSP00000262193,9606.ENSP00000262455,9606.ENSP00000262776,9606.ENSP00000264639,9606.ENSP00000266085,9606.ENSP00000267884,9606.ENSP00000269848,9606.ENSP00000271308,9606.ENSP00000271638,9606.ENSP00000275493,9606.ENSP00000284719,9606.ENSP00000284981,9606.ENSP00000286788,9606.ENSP00000289228,9606.ENSP00000290158,9606.ENSP00000291565,9606.ENSP00000294742,9606.ENSP00000296370,9606.ENSP00000297258,9606.ENSP00000299300,9606.ENSP00000302886,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000308938,9606.ENSP00000309474,9606.ENSP00000310129,9606.ENSP00000314733,9606.ENSP00000315130,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000323929,9606.ENSP00000331831,9606.ENSP00000335153,9606.ENSP00000339001,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000341289,9606.ENSP00000342026,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000346032,9606.ENSP00000346437,9606.ENSP00000346839,9606.ENSP00000347872,9606.ENSP00000348442,9606.ENSP00000348965,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000353025,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356056,9606.ENSP00000356574,9606.ENSP00000356771,9606.ENSP00000358045,9606.ENSP00000358824,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000361562,9606.ENSP00000361883,9606.ENSP00000361965,9606.ENSP00000364782,9606.ENSP00000365042,9606.ENSP00000366525,9606.ENSP00000367220,9606.ENSP00000367615,9606.ENSP00000368646,9606.ENSP00000368920,9606.ENSP00000369081,9606.ENSP00000369538,9606.ENSP00000370115,9606.ENSP00000375978,9606.ENSP00000376886,9606.ENSP00000377508,9606.ENSP00000377696,9606.ENSP00000377941,9606.ENSP00000378731,9606.ENSP00000378760,9606.ENSP00000381607,9606.ENSP00000386541,9606.ENSP00000390265,9606.ENSP00000391211,9606.ENSP00000391592,9606.ENSP00000396937,9606.ENSP00000401508,9606.ENSP00000405573,9606.ENSP00000411613,9606.ENSP00000416583,9606.ENSP00000418695,9606.ENSP00000419413,9606.ENSP00000419425,9606.ENSP00000428184,9606.ENSP00000429150,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000438399,9606.ENSP00000442318,9606.ENSP00000448165,9606.ENSP00000466259,9606.ENSP00000473631,9606.ENSP00000481029,9606.ENSP00000481038,9606.ENSP00000487444,9606.ENSP00000494040,9606.ENSP00000496166	FUCA2,GRN,VCL,MIF,MAPK1,PYGL,PYGB,GLA,OLFM4,PSMD7,CTSH,PSMA2,CTSC,MAPK14,C3,ACTN4,CAB39,PSMB7,GGH,THBS1,HEXB,PSMD11,PSMB1,ERP44,LGALS3BP,PSMD3,TIMP3,SRP14,PFKL,PSMA5,S100A11,EGFR,OLA1,APP,CCT8,ACTR1B,KPNB1,PDXK,ARPC5,S100P,FABP5,CCT2,PA2G4,GLB1,CANT1,EEF2,PLG,PSMD1,PSMD2,TOLLIP,CLU,PKM,IMPDH2,A2M,GAS6,HSP90AA1,TUBB,EEF1A1,HUWE1,TUBB4B,PRDX6,QPCT,HMGB1,ANXA2,ATG7,FN1,VAT1,PSMD12,DYNC1H1,VCP,XRCC6,FAM3C,PNP,ILF2,DYNLT1,QSOX1,F5,ECM1,DNASE1L1,PGAM1,HSP90AB1,CTSA,CAP1,ADA,NEU1,CSNK2B,FTL,ACTR2,APRT,PRDX4,NHLRC3,TXNDC5,GDI2,SERPINB1,XRCC5,NME2,JUP,NIT2,ACTN1,ALDOC,MVP,GSTP1,PSMD14,IDH1,PSMC2,PTPN6,PSMD13,NAPRT,GPI,AOC1,DERA,PSMD6,ARMC8,PPIA,SDCBP,FAM49B,PAFAH1B2,HSPA8,IST1,CAND1,APAF1,ACLY,DNAJC3,PSMC3,CYFIP1,SPTAN1,DDX3X,ALDOA
GO:0034774	Secretory granule lumen	126	0.244566	bottom	2.13e-05	ks	9606.ENSP00000002165,9606.ENSP00000053867,9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216392,9606.ENSP00000216962,9606.ENSP00000218516,9606.ENSP00000219022,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000223321,9606.ENSP00000227266,9606.ENSP00000229795,9606.ENSP00000245907,9606.ENSP00000252699,9606.ENSP00000258418,9606.ENSP00000259457,9606.ENSP00000260118,9606.ENSP00000260356,9606.ENSP00000261416,9606.ENSP00000261712,9606.ENSP00000262193,9606.ENSP00000262455,9606.ENSP00000262776,9606.ENSP00000264639,9606.ENSP00000266085,9606.ENSP00000267884,9606.ENSP00000269848,9606.ENSP00000271308,9606.ENSP00000271638,9606.ENSP00000284719,9606.ENSP00000284981,9606.ENSP00000286788,9606.ENSP00000289228,9606.ENSP00000290158,9606.ENSP00000291565,9606.ENSP00000294742,9606.ENSP00000296370,9606.ENSP00000297258,9606.ENSP00000299300,9606.ENSP00000302886,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000308938,9606.ENSP00000309474,9606.ENSP00000310129,9606.ENSP00000314733,9606.ENSP00000315130,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000323929,9606.ENSP00000331831,9606.ENSP00000335153,9606.ENSP00000339001,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000341289,9606.ENSP00000342026,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000346032,9606.ENSP00000346437,9606.ENSP00000346839,9606.ENSP00000347872,9606.ENSP00000348442,9606.ENSP00000348965,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000353025,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356056,9606.ENSP00000356574,9606.ENSP00000356771,9606.ENSP00000358045,9606.ENSP00000358824,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000361562,9606.ENSP00000361883,9606.ENSP00000364782,9606.ENSP00000365042,9606.ENSP00000366525,9606.ENSP00000367220,9606.ENSP00000367615,9606.ENSP00000368646,9606.ENSP00000368920,9606.ENSP00000369081,9606.ENSP00000369538,9606.ENSP00000370115,9606.ENSP00000375978,9606.ENSP00000376886,9606.ENSP00000377508,9606.ENSP00000377696,9606.ENSP00000377941,9606.ENSP00000378731,9606.ENSP00000378760,9606.ENSP00000381607,9606.ENSP00000386541,9606.ENSP00000390265,9606.ENSP00000391211,9606.ENSP00000391592,9606.ENSP00000396937,9606.ENSP00000401508,9606.ENSP00000405573,9606.ENSP00000411613,9606.ENSP00000416583,9606.ENSP00000418695,9606.ENSP00000419413,9606.ENSP00000419425,9606.ENSP00000428184,9606.ENSP00000429150,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000438399,9606.ENSP00000442318,9606.ENSP00000448165,9606.ENSP00000466259,9606.ENSP00000473631,9606.ENSP00000481029,9606.ENSP00000481038,9606.ENSP00000487444,9606.ENSP00000494040,9606.ENSP00000496166	FUCA2,GRN,VCL,MIF,MAPK1,PYGL,PYGB,GLA,OLFM4,PSMD7,CTSH,PSMA2,CTSC,MAPK14,C3,ACTN4,CAB39,PSMB7,GGH,THBS1,HEXB,PSMD11,PSMB1,ERP44,LGALS3BP,PSMD3,TIMP3,SRP14,PFKL,PSMA5,S100A11,OLA1,APP,CCT8,ACTR1B,KPNB1,PDXK,ARPC5,S100P,FABP5,CCT2,PA2G4,GLB1,CANT1,EEF2,PLG,PSMD1,PSMD2,TOLLIP,CLU,PKM,IMPDH2,A2M,GAS6,HSP90AA1,TUBB,EEF1A1,HUWE1,TUBB4B,PRDX6,QPCT,HMGB1,ANXA2,ATG7,FN1,VAT1,PSMD12,DYNC1H1,VCP,XRCC6,FAM3C,PNP,ILF2,DYNLT1,QSOX1,F5,ECM1,DNASE1L1,PGAM1,HSP90AB1,CTSA,CAP1,NEU1,CSNK2B,FTL,ACTR2,APRT,PRDX4,NHLRC3,TXNDC5,GDI2,SERPINB1,XRCC5,NME2,JUP,NIT2,ACTN1,ALDOC,MVP,GSTP1,PSMD14,IDH1,PSMC2,PTPN6,PSMD13,NAPRT,GPI,AOC1,DERA,PSMD6,ARMC8,PPIA,SDCBP,FAM49B,PAFAH1B2,HSPA8,IST1,CAND1,APAF1,ACLY,DNAJC3,PSMC3,CYFIP1,SPTAN1,DDX3X,ALDOA
GO:1904813	ficolin-1-rich granule lumen	71	0.29603	bottom	2.13e-05	ks	9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216392,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000223321,9606.ENSP00000229795,9606.ENSP00000248598,9606.ENSP00000252244,9606.ENSP00000258418,9606.ENSP00000259457,9606.ENSP00000261712,9606.ENSP00000262193,9606.ENSP00000264639,9606.ENSP00000267884,9606.ENSP00000269848,9606.ENSP00000271308,9606.ENSP00000273550,9606.ENSP00000286788,9606.ENSP00000289228,9606.ENSP00000290158,9606.ENSP00000294742,9606.ENSP00000296456,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000310129,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000335153,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000346437,9606.ENSP00000348442,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356056,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000364802,9606.ENSP00000365042,9606.ENSP00000367220,9606.ENSP00000368646,9606.ENSP00000376886,9606.ENSP00000377508,9606.ENSP00000378731,9606.ENSP00000378760,9606.ENSP00000381607,9606.ENSP00000386541,9606.ENSP00000386738,9606.ENSP00000390265,9606.ENSP00000391211,9606.ENSP00000396937,9606.ENSP00000405573,9606.ENSP00000416583,9606.ENSP00000418695,9606.ENSP00000419425,9606.ENSP00000431984,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000442318,9606.ENSP00000448165,9606.ENSP00000466259,9606.ENSP00000481029,9606.ENSP00000494040,9606.ENSP00000496166	VCL,MIF,MAPK1,PYGL,PSMD7,CTSH,PSMA2,MAPK14,FGL2,KRT1,CAB39,PSMB7,PSMD11,PSMB1,PSMD3,SRP14,PFKL,PSMA5,FTH1,CCT8,ACTR1B,KPNB1,ARPC5,APEH,GLB1,CANT1,EEF2,PSMD2,PKM,IMPDH2,HSP90AA1,EEF1A1,HUWE1,QPCT,HMGB1,ATG7,PSMD12,VCP,XRCC6,PNP,ILF2,DYNLT1,PGAM1,HSP90AB1,HSPA1A,CSNK2B,ACTR2,PRDX4,NME2,JUP,ALDOC,MVP,GSTP1,PSMD14,KCMF1,IDH1,PSMC2,PSMD13,GPI,DERA,PSMD6,PPIA,CAPN1,PAFAH1B2,HSPA8,CAND1,APAF1,ACLY,PSMC3,DDX3X,ALDOA
GO:0060205	Cytoplasmic vesicle lumen	127	0.241094	bottom	2.47e-05	ks	9606.ENSP00000002165,9606.ENSP00000053867,9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216392,9606.ENSP00000216962,9606.ENSP00000218516,9606.ENSP00000219022,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000223321,9606.ENSP00000227266,9606.ENSP00000229795,9606.ENSP00000245907,9606.ENSP00000252699,9606.ENSP00000258418,9606.ENSP00000259457,9606.ENSP00000260118,9606.ENSP00000260356,9606.ENSP00000261416,9606.ENSP00000261712,9606.ENSP00000262193,9606.ENSP00000262455,9606.ENSP00000262776,9606.ENSP00000264639,9606.ENSP00000266085,9606.ENSP00000267884,9606.ENSP00000269848,9606.ENSP00000271308,9606.ENSP00000271638,9606.ENSP00000284719,9606.ENSP00000284981,9606.ENSP00000286788,9606.ENSP00000289228,9606.ENSP00000290158,9606.ENSP00000291565,9606.ENSP00000294742,9606.ENSP00000296370,9606.ENSP00000297258,9606.ENSP00000299300,9606.ENSP00000302886,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000308938,9606.ENSP00000309474,9606.ENSP00000310129,9606.ENSP00000314733,9606.ENSP00000315130,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000323929,9606.ENSP00000331831,9606.ENSP00000335153,9606.ENSP00000339001,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000341289,9606.ENSP00000342026,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000346032,9606.ENSP00000346437,9606.ENSP00000346839,9606.ENSP00000347872,9606.ENSP00000348442,9606.ENSP00000348965,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000353025,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356056,9606.ENSP00000356574,9606.ENSP00000356771,9606.ENSP00000358045,9606.ENSP00000358824,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000361562,9606.ENSP00000361883,9606.ENSP00000361965,9606.ENSP00000364782,9606.ENSP00000365042,9606.ENSP00000366525,9606.ENSP00000367220,9606.ENSP00000367615,9606.ENSP00000368646,9606.ENSP00000368920,9606.ENSP00000369081,9606.ENSP00000369538,9606.ENSP00000370115,9606.ENSP00000375978,9606.ENSP00000376886,9606.ENSP00000377508,9606.ENSP00000377696,9606.ENSP00000377941,9606.ENSP00000378731,9606.ENSP00000378760,9606.ENSP00000381607,9606.ENSP00000386541,9606.ENSP00000390265,9606.ENSP00000391211,9606.ENSP00000391592,9606.ENSP00000396937,9606.ENSP00000401508,9606.ENSP00000405573,9606.ENSP00000411613,9606.ENSP00000416583,9606.ENSP00000418695,9606.ENSP00000419413,9606.ENSP00000419425,9606.ENSP00000428184,9606.ENSP00000429150,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000438399,9606.ENSP00000442318,9606.ENSP00000448165,9606.ENSP00000466259,9606.ENSP00000473631,9606.ENSP00000481029,9606.ENSP00000481038,9606.ENSP00000487444,9606.ENSP00000494040,9606.ENSP00000496166	FUCA2,GRN,VCL,MIF,MAPK1,PYGL,PYGB,GLA,OLFM4,PSMD7,CTSH,PSMA2,CTSC,MAPK14,C3,ACTN4,CAB39,PSMB7,GGH,THBS1,HEXB,PSMD11,PSMB1,ERP44,LGALS3BP,PSMD3,TIMP3,SRP14,PFKL,PSMA5,S100A11,OLA1,APP,CCT8,ACTR1B,KPNB1,PDXK,ARPC5,S100P,FABP5,CCT2,PA2G4,GLB1,CANT1,EEF2,PLG,PSMD1,PSMD2,TOLLIP,CLU,PKM,IMPDH2,A2M,GAS6,HSP90AA1,TUBB,EEF1A1,HUWE1,TUBB4B,PRDX6,QPCT,HMGB1,ANXA2,ATG7,FN1,VAT1,PSMD12,DYNC1H1,VCP,XRCC6,FAM3C,PNP,ILF2,DYNLT1,QSOX1,F5,ECM1,DNASE1L1,PGAM1,HSP90AB1,CTSA,CAP1,ADA,NEU1,CSNK2B,FTL,ACTR2,APRT,PRDX4,NHLRC3,TXNDC5,GDI2,SERPINB1,XRCC5,NME2,JUP,NIT2,ACTN1,ALDOC,MVP,GSTP1,PSMD14,IDH1,PSMC2,PTPN6,PSMD13,NAPRT,GPI,AOC1,DERA,PSMD6,ARMC8,PPIA,SDCBP,FAM49B,PAFAH1B2,HSPA8,IST1,CAND1,APAF1,ACLY,DNAJC3,PSMC3,CYFIP1,SPTAN1,DDX3X,ALDOA
GO:0101002	ficolin-1-rich granule	89	0.23877	bottom	3.33e-05	ks	9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216392,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000223321,9606.ENSP00000229795,9606.ENSP00000248598,9606.ENSP00000249923,9606.ENSP00000252244,9606.ENSP00000254301,9606.ENSP00000258418,9606.ENSP00000259457,9606.ENSP00000261712,9606.ENSP00000262193,9606.ENSP00000264639,9606.ENSP00000267884,9606.ENSP00000269848,9606.ENSP00000271308,9606.ENSP00000273130,9606.ENSP00000273550,9606.ENSP00000286788,9606.ENSP00000289228,9606.ENSP00000290158,9606.ENSP00000294742,9606.ENSP00000296456,9606.ENSP00000305692,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000310129,9606.ENSP00000318066,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000327694,9606.ENSP00000333298,9606.ENSP00000335153,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000346437,9606.ENSP00000348442,9606.ENSP00000348461,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356030,9606.ENSP00000356056,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000364403,9606.ENSP00000364802,9606.ENSP00000365042,9606.ENSP00000367220,9606.ENSP00000368646,9606.ENSP00000369129,9606.ENSP00000373706,9606.ENSP00000376297,9606.ENSP00000376886,9606.ENSP00000377055,9606.ENSP00000377508,9606.ENSP00000378731,9606.ENSP00000378760,9606.ENSP00000381607,9606.ENSP00000386541,9606.ENSP00000386738,9606.ENSP00000390265,9606.ENSP00000391211,9606.ENSP00000396937,9606.ENSP00000400175,9606.ENSP00000405573,9606.ENSP00000408411,9606.ENSP00000415034,9606.ENSP00000416583,9606.ENSP00000418695,9606.ENSP00000419425,9606.ENSP00000431984,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000442318,9606.ENSP00000448165,9606.ENSP00000466259,9606.ENSP00000481029,9606.ENSP00000490083,9606.ENSP00000494040,9606.ENSP00000496166	VCL,MIF,MAPK1,PYGL,PSMD7,CTSH,PSMA2,MAPK14,FGL2,COPB1,KRT1,LGALS3,CAB39,PSMB7,PSMD11,PSMB1,PSMD3,SRP14,PFKL,PSMA5,DYNC1LI1,FTH1,CCT8,ACTR1B,KPNB1,ARPC5,APEH,GAA,GLB1,CANT1,EEF2,PSMD2,ENPP4,PKM,IMPDH2,AP2A2,LAMP1,HSP90AA1,EEF1A1,HUWE1,QPCT,HMGB1,ATG7,PSMD12,RAC1,VCP,XRCC6,PNP,ILF2,CD55,DYNLT1,PGAM1,HSP90AB1,UBR4,HSPA1A,CSNK2B,ACTR2,PRDX4,DSP,DIAPH1,DYNLL1,NME2,PRCP,JUP,ALDOC,MVP,GSTP1,PSMD14,KCMF1,IDH1,PSMC2,PSMD13,RHOA,GPI,LAMP2,NBEAL2,DERA,PSMD6,PPIA,CAPN1,PAFAH1B2,HSPA8,CAND1,APAF1,ACLY,PSMC3,ATP6AP2,DDX3X,ALDOA
GO:0005925	Focal adhesion	193	0.200984	bottom	0.00023	ks	9606.ENSP00000005257,9606.ENSP00000011898,9606.ENSP00000200181,9606.ENSP00000200457,9606.ENSP00000211998,9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000216968,9606.ENSP00000217289,9606.ENSP00000225430,9606.ENSP00000225655,9606.ENSP00000226299,9606.ENSP00000228825,9606.ENSP00000242786,9606.ENSP00000243077,9606.ENSP00000245932,9606.ENSP00000246792,9606.ENSP00000248594,9606.ENSP00000249647,9606.ENSP00000251157,9606.ENSP00000252483,9606.ENSP00000252699,9606.ENSP00000254051,9606.ENSP00000256078,9606.ENSP00000256196,9606.ENSP00000260363,9606.ENSP00000260408,9606.ENSP00000261023,9606.ENSP00000261263,9606.ENSP00000262584,9606.ENSP00000263025,9606.ENSP00000263238,9606.ENSP00000263246,9606.ENSP00000263645,9606.ENSP00000263713,9606.ENSP00000264335,9606.ENSP00000264710,9606.ENSP00000264832,9606.ENSP00000264896,9606.ENSP00000265563,9606.ENSP00000267257,9606.ENSP00000268182,9606.ENSP00000270625,9606.ENSP00000272233,9606.ENSP00000275493,9606.ENSP00000278572,9606.ENSP00000283249,9606.ENSP00000290378,9606.ENSP00000294742,9606.ENSP00000294785,9606.ENSP00000295685,9606.ENSP00000296181,9606.ENSP00000296585,9606.ENSP00000296930,9606.ENSP00000297185,9606.ENSP00000298316,9606.ENSP00000299767,9606.ENSP00000300289,9606.ENSP00000302486,9606.ENSP00000304669,9606.ENSP00000305260,9606.ENSP00000306330,9606.ENSP00000308208,9606.ENSP00000309830,9606.ENSP00000311430,9606.ENSP00000312066,9606.ENSP00000313007,9606.ENSP00000313875,9606.ENSP00000314499,9606.ENSP00000315190,9606.ENSP00000316029,9606.ENSP00000320866,9606.ENSP00000323856,9606.ENSP00000324101,9606.ENSP00000324173,9606.ENSP00000324573,9606.ENSP00000327801,9606.ENSP00000333769,9606.ENSP00000338934,9606.ENSP00000339328,9606.ENSP00000339467,9606.ENSP00000339795,9606.ENSP00000340211,9606.ENSP00000341779,9606.ENSP00000341885,9606.ENSP00000346001,9606.ENSP00000346050,9606.ENSP00000346088,9606.ENSP00000348461,9606.ENSP00000350719,9606.ENSP00000350937,9606.ENSP00000351209,9606.ENSP00000352438,9606.ENSP00000352513,9606.ENSP00000353731,9606.ENSP00000354251,9606.ENSP00000354739,9606.ENSP00000354837,9606.ENSP00000357110,9606.ENSP00000358866,9606.ENSP00000359345,9606.ENSP00000361076,9606.ENSP00000361818,9606.ENSP00000361850,9606.ENSP00000361883,9606.ENSP00000361930,9606.ENSP00000362680,9606.ENSP00000362744,9606.ENSP00000363018,9606.ENSP00000363827,9606.ENSP00000364802,9606.ENSP00000365458,9606.ENSP00000365569,9606.ENSP00000366757,9606.ENSP00000367154,9606.ENSP00000367220,9606.ENSP00000367806,9606.ENSP00000369538,9606.ENSP00000369599,9606.ENSP00000369756,9606.ENSP00000370588,9606.ENSP00000371267,9606.ENSP00000371958,9606.ENSP00000373905,9606.ENSP00000375632,9606.ENSP00000375730,9606.ENSP00000377508,9606.ENSP00000377681,9606.ENSP00000377941,9606.ENSP00000378338,9606.ENSP00000378368,9606.ENSP00000378769,9606.ENSP00000378965,9606.ENSP00000379287,9606.ENSP00000379350,9606.ENSP00000379888,9606.ENSP00000381581,9606.ENSP00000385958,9606.ENSP00000386717,9606.ENSP00000386896,9606.ENSP00000389168,9606.ENSP00000389631,9606.ENSP00000393241,9606.ENSP00000394496,9606.ENSP00000398632,9606.ENSP00000399888,9606.ENSP00000400175,9606.ENSP00000400717,9606.ENSP00000402060,9606.ENSP00000403172,9606.ENSP00000403459,9606.ENSP00000406229,9606.ENSP00000411825,9606.ENSP00000418082,9606.ENSP00000418525,9606.ENSP00000419425,9606.ENSP00000419446,9606.ENSP00000420213,9606.ENSP00000420311,9606.ENSP00000428085,9606.ENSP00000428184,9606.ENSP00000431240,9606.ENSP00000431984,9606.ENSP00000432660,9606.ENSP00000435777,9606.ENSP00000437125,9606.ENSP00000442600,9606.ENSP00000447001,9606.ENSP00000449328,9606.ENSP00000453508,9606.ENSP00000462468,9606.ENSP00000464813,9606.ENSP00000466010,9606.ENSP00000470972,9606.ENSP00000472985,9606.ENSP00000477590,9606.ENSP00000479606,9606.ENSP00000480150,9606.ENSP00000481038,9606.ENSP00000481646,9606.ENSP00000491657,9606.ENSP00000493716,9606.ENSP00000494125,9606.ENSP00000494697,9606.ENSP00000494750,9606.ENSP00000494788,9606.ENSP00000495273,9606.ENSP00000495360,9606.ENSP00000497733,9606.ENSP00000498019,9606.ENSP00000498132,9606.ENSP00000498879,9606.ENSP00000499900	RALA,TSPAN9,ITGB4,TRIP6,VCL,MAPK1,MYH9,PROCR,FERMT1,RPL19,PFN1,LAP3,ARPC3,ADGRE5,LRP1,VASP,RRAS,PTPN12,SNAP23,DOCK7,NECTIN2,ACTN4,TNS4,KRAS,RRAS2,KIF23,ADAM10,ITGAV,RAB21,RPL8,MAPK3,ACTR3,PACSIN2,CD81,EPB41L5,YWHAE,RAB10,ICAM1,SCARB2,PRKAR2A,PXN,IQGAP1,RPS11,RHOB,EGFR,RPS3,ITGB6,ACTC1,ARPC5,NCSTN,ARPC2,ITGB5,ITGA2,NPM1,HSPA9,ARF6,HSP90B1,PDIA3,MAP2K1,CTNNA1,GNB2,YWHAG,MMP14,RPL38,RPL4,SRP68,PABPC1,CD46,GAK,ITGA3,TLN1,CALR,PLEC,CD151,HSPA5,FLII,P4HB,BSG,EZR,PLAUR,RHOG,RPL7,CORO1B,PPP1CC,RPS2,RPL3,RPS3A,RPL22,RAC1,SYNE2,TES,EPHA2,PCBP2,MPZL1,DPP4,NCKAP1,RPL12,ARHGEF2,EPB41L2,FLNA,RPL5,RPL7A,SDC4,PLAU,CAP1,YWHAB,SRC,RPS4X,RPL10A,HSPG2,HSPA1A,HNRNPK,FLOT1,LMO7,RSU1,ACTR2,RPS16,GDI2,FOCAD,PTPRA,CD99,YWHAQ,CD9,DNM2,RPS9,RPL13A,JUP,G3BP1,ACTN1,GIT1,FLOT2,PPP1CB,SNTB1,YWHAZ,ITGB1,RPS8,LCP1,RPS14,RPL31,ITGA6,PPP1R12A,ARPC1B,RPS18,CORO1C,CD44,HMGA1,RHOA,GNA13,PVR,RPL6,GRB7,FAT1,PDCD6IP,RPL37A,MME,PPIA,ADAM9,FLNB,RPL23,RPL30,SDCBP,RPLP2,CAPN1,CFL1,RPS13,HSPA8,DAG1,RPL18,RPLP0,TLN2,YES1,RPL27,RPS15,RPS19,RPS5,CPNE3,CLTC,HYOU1,CYFIP1,RPS10,LPP,EFNB2,TPM4,RPL9,ACTB,CASK,RPS7,CTNNB1,CDC42,RPS17,CAPN5,CD59,JAK1
